Beta (v/c)	 Gamma 
0.5881		 1.23642 
0.5882		 1.23653 
0.5883		 1.23664 
0.5884		 1.23675 
0.5885		 1.23686 
0.5886		 1.23697 
0.5887		 1.23709 
0.5888		 1.2372 
0.5889		 1.23731 
0.589		 1.23742 
0.5891		 1.23753 
0.5892		 1.23764 
0.5893		 1.23776 
0.5894		 1.23787 
0.5895		 1.23798 
0.5896		 1.23809 
0.5897		 1.2382 
0.5898		 1.23831 
0.5899		 1.23843 
0.59		 1.23854 
0.5901		 1.23865 
0.5902		 1.23876 
0.5903		 1.23887 
0.5904		 1.23899 
0.5905		 1.2391 
0.5906		 1.23921 
0.5907		 1.23932 
0.5908		 1.23944 
0.5909		 1.23955 
0.591		 1.23966 
0.5911		 1.23977 
0.5912		 1.23989 
0.5913		 1.24 
0.5914		 1.24011 
0.5915		 1.24023 
0.5916		 1.24034 
0.5917		 1.24045 
0.5918		 1.24056 
0.5919		 1.24068 
0.592		 1.24079 
0.5921		 1.2409 
0.5922		 1.24102 
0.5923		 1.24113 
0.5924		 1.24124 
0.5925		 1.24136 
0.5926		 1.24147 
0.5927		 1.24158 
0.5928		 1.2417 
0.5929		 1.24181 
0.593		 1.24192 
0.5931		 1.24204 
0.5932		 1.24215 
0.5933		 1.24226 
0.5934		 1.24238 
0.5935		 1.24249 
0.5936		 1.24261 
0.5937		 1.24272 
0.5938		 1.24283 
0.5939		 1.24295 
0.594		 1.24306 
0.5941		 1.24318 
0.5942		 1.24329 
0.5943		 1.2434 
0.5944		 1.24352 
0.5945		 1.24363 
0.5946		 1.24375 
0.5947		 1.24386 
0.5948		 1.24398 
0.5949		 1.24409 
0.595		 1.24421 
0.5951		 1.24432 
0.5952		 1.24443 
0.5953		 1.24455 
0.5954		 1.24466 
0.5955		 1.24478 
0.5956		 1.24489 
0.5957		 1.24501 
0.5958		 1.24512 
0.5959		 1.24524 
0.596		 1.24535 
0.5961		 1.24547 
0.5962		 1.24558 
0.5963		 1.2457 
0.5964		 1.24582 
0.5965		 1.24593 
0.5966		 1.24605 
0.5967		 1.24616 
0.5968		 1.24628 
0.5969		 1.24639 
0.597		 1.24651 
0.5971		 1.24662 
0.5972		 1.24674 
0.5973		 1.24685 
0.5974		 1.24697 
0.5975		 1.24709 
0.5976		 1.2472 
0.5977		 1.24732 
0.5978		 1.24743 
0.5979		 1.24755 
0.598		 1.24767 
0.5981		 1.24778 
0.5982		 1.2479 
0.5983		 1.24802 
0.5984		 1.24813 
0.5985		 1.24825 
0.5986		 1.24836 
0.5987		 1.24848 
0.5988		 1.2486 
0.5989		 1.24871 
0.599		 1.24883 
0.5991		 1.24895 
0.5992		 1.24906 
0.5993		 1.24918 
0.5994		 1.2493 
0.5995		 1.24941 
0.5996		 1.24953 
0.5997		 1.24965 
0.5998		 1.24977 
0.5999		 1.24988 
0.6		 1.25 
0.6001		 1.25012 
0.6002		 1.25023 
0.6003		 1.25035 
0.6004		 1.25047 
0.6005		 1.25059 
0.6006		 1.2507 
0.6007		 1.25082 
0.6008		 1.25094 
0.6009		 1.25106 
0.601		 1.25117 
0.6011		 1.25129 
0.6012		 1.25141 
0.6013		 1.25153 
0.6014		 1.25165 
0.6015		 1.25176 
0.6016		 1.25188 
0.6017		 1.252 
0.6018		 1.25212 
0.6019		 1.25224 
0.602		 1.25235 
0.6021		 1.25247 
0.6022		 1.25259 
0.6023		 1.25271 
0.6024		 1.25283 
0.6025		 1.25295 
0.6026		 1.25306 
0.6027		 1.25318 
0.6028		 1.2533 
0.6029		 1.25342 
0.603		 1.25354 
0.6031		 1.25366 
0.6032		 1.25378 
0.6033		 1.2539 
0.6034		 1.25401 
0.6035		 1.25413 
0.6036		 1.25425 
0.6037		 1.25437 
0.6038		 1.25449 
0.6039		 1.25461 
0.604		 1.25473 
0.6041		 1.25485 
0.6042		 1.25497 
0.6043		 1.25509 
0.6044		 1.25521 
0.6045		 1.25533 
0.6046		 1.25545 
0.6047		 1.25557 
0.6048		 1.25569 
0.6049		 1.25581 
0.605		 1.25593 
0.6051		 1.25605 
0.6052		 1.25617 
0.6053		 1.25629 
0.6054		 1.25641 
0.6055		 1.25653 
0.6056		 1.25665 
0.6057		 1.25677 
0.6058		 1.25689 
0.6059		 1.25701 
0.606		 1.25713 
0.6061		 1.25725 
0.6062		 1.25737 
0.6063		 1.25749 
0.6064		 1.25761 
0.6065		 1.25773 
0.6066		 1.25785 
0.6067		 1.25797 
0.6068		 1.25809 
0.6069		 1.25821 
0.607		 1.25833 
0.6071		 1.25845 
0.6072		 1.25858 
0.6073		 1.2587 
0.6074		 1.25882 
0.6075		 1.25894 
0.6076		 1.25906 
0.6077		 1.25918 
0.6078		 1.2593 
0.6079		 1.25942 
0.608		 1.25955 
0.6081		 1.25967 
0.6082		 1.25979 
0.6083		 1.25991 
0.6084		 1.26003 
0.6085		 1.26015 
0.6086		 1.26028 
0.6087		 1.2604 
0.6088		 1.26052 
0.6089		 1.26064 
0.609		 1.26076 
0.6091		 1.26089 
0.6092		 1.26101 
0.6093		 1.26113 
0.6094		 1.26125 
0.6095		 1.26137 
0.6096		 1.2615 
0.6097		 1.26162 
0.6098		 1.26174 
0.6099		 1.26186 
0.61		 1.26199 
0.6101		 1.26211 
0.6102		 1.26223 
0.6103		 1.26235 
0.6104		 1.26248 
0.6105		 1.2626 
0.6106		 1.26272 
0.6107		 1.26285 
0.6108		 1.26297 
0.6109		 1.26309 
0.611		 1.26322 
0.6111		 1.26334 
0.6112		 1.26346 
0.6113		 1.26359 
0.6114		 1.26371 
0.6115		 1.26383 
0.6116		 1.26396 
0.6117		 1.26408 
0.6118		 1.2642 
0.6119		 1.26433 
0.612		 1.26445 
0.6121		 1.26457 
0.6122		 1.2647 
0.6123		 1.26482 
0.6124		 1.26495 
0.6125		 1.26507 
0.6126		 1.26519 
0.6127		 1.26532 
0.6128		 1.26544 
0.6129		 1.26557 
0.613		 1.26569 
0.6131		 1.26581 
0.6132		 1.26594 
0.6133		 1.26606 
0.6134		 1.26619 
0.6135		 1.26631 
0.6136		 1.26644 
0.6137		 1.26656 
0.6138		 1.26669 
0.6139		 1.26681 
0.614		 1.26694 
0.6141		 1.26706 
0.6142		 1.26719 
0.6143		 1.26731 
0.6144		 1.26744 
0.6145		 1.26756 
0.6146		 1.26769 
0.6147		 1.26781 
0.6148		 1.26794 
0.6149		 1.26806 
0.615		 1.26819 
0.6151		 1.26831 
0.6152		 1.26844 
0.6153		 1.26856 
0.6154		 1.26869 
0.6155		 1.26882 
0.6156		 1.26894 
0.6157		 1.26907 
0.6158		 1.26919 
0.6159		 1.26932 
0.616		 1.26944 
0.6161		 1.26957 
0.6162		 1.2697 
0.6163		 1.26982 
0.6164		 1.26995 
0.6165		 1.27008 
0.6166		 1.2702 
0.6167		 1.27033 
0.6168		 1.27045 
0.6169		 1.27058 
0.617		 1.27071 
0.6171		 1.27083 
0.6172		 1.27096 
0.6173		 1.27109 
0.6174		 1.27121 
0.6175		 1.27134 
0.6176		 1.27147 
0.6177		 1.2716 
0.6178		 1.27172 
0.6179		 1.27185 
0.618		 1.27198 
0.6181		 1.2721 
0.6182		 1.27223 
0.6183		 1.27236 
0.6184		 1.27249 
0.6185		 1.27261 
0.6186		 1.27274 
0.6187		 1.27287 
0.6188		 1.273 
0.6189		 1.27312 
0.619		 1.27325 
0.6191		 1.27338 
0.6192		 1.27351 
0.6193		 1.27363 
0.6194		 1.27376 
0.6195		 1.27389 
0.6196		 1.27402 
0.6197		 1.27415 
0.6198		 1.27428 
0.6199		 1.2744 
0.62		 1.27453 
0.6201		 1.27466 
0.6202		 1.27479 
0.6203		 1.27492 
0.6204		 1.27505 
0.6205		 1.27517 
0.6206		 1.2753 
0.6207		 1.27543 
0.6208		 1.27556 
0.6209		 1.27569 
0.621		 1.27582 
0.6211		 1.27595 
0.6212		 1.27608 
0.6213		 1.27621 
0.6214		 1.27633 
0.6215		 1.27646 
0.6216		 1.27659 
0.6217		 1.27672 
0.6218		 1.27685 
0.6219		 1.27698 
0.622		 1.27711 
0.6221		 1.27724 
0.6222		 1.27737 
0.6223		 1.2775 
0.6224		 1.27763 
0.6225		 1.27776 
0.6226		 1.27789 
0.6227		 1.27802 
0.6228		 1.27815 
0.6229		 1.27828 
0.623		 1.27841 
0.6231		 1.27854 
0.6232		 1.27867 
0.6233		 1.2788 
0.6234		 1.27893 
0.6235		 1.27906 
0.6236		 1.27919 
0.6237		 1.27932 
0.6238		 1.27945 
0.6239		 1.27958 
0.624		 1.27971 
0.6241		 1.27985 
0.6242		 1.27998 
0.6243		 1.28011 
0.6244		 1.28024 
0.6245		 1.28037 
0.6246		 1.2805 
0.6247		 1.28063 
0.6248		 1.28076 
0.6249		 1.28089 
0.625		 1.28103 
0.6251		 1.28116 
0.6252		 1.28129 
0.6253		 1.28142 
0.6254		 1.28155 
0.6255		 1.28168 
0.6256		 1.28181 
0.6257		 1.28195 
0.6258		 1.28208 
0.6259		 1.28221 
0.626		 1.28234 
0.6261		 1.28247 
0.6262		 1.28261 
0.6263		 1.28274 
0.6264		 1.28287 
0.6265		 1.283 
0.6266		 1.28314 
0.6267		 1.28327 
0.6268		 1.2834 
0.6269		 1.28353 
0.627		 1.28367 
0.6271		 1.2838 
0.6272		 1.28393 
0.6273		 1.28406 
0.6274		 1.2842 
0.6275		 1.28433 
0.6276		 1.28446 
0.6277		 1.2846 
0.6278		 1.28473 
0.6279		 1.28486 
0.628		 1.28499 
0.6281		 1.28513 
0.6282		 1.28526 
0.6283		 1.28539 
0.6284		 1.28553 
0.6285		 1.28566 
0.6286		 1.2858 
0.6287		 1.28593 
0.6288		 1.28606 
0.6289		 1.2862 
0.629		 1.28633 
0.6291		 1.28646 
0.6292		 1.2866 
0.6293		 1.28673 
0.6294		 1.28687 
0.6295		 1.287 
0.6296		 1.28713 
0.6297		 1.28727 
0.6298		 1.2874 
0.6299		 1.28754 
0.63		 1.28767 
0.6301		 1.28781 
0.6302		 1.28794 
0.6303		 1.28808 
0.6304		 1.28821 
0.6305		 1.28835 
0.6306		 1.28848 
0.6307		 1.28862 
0.6308		 1.28875 
0.6309		 1.28889 
0.631		 1.28902 
0.6311		 1.28916 
0.6312		 1.28929 
0.6313		 1.28943 
0.6314		 1.28956 
0.6315		 1.2897 
0.6316		 1.28983 
0.6317		 1.28997 
0.6318		 1.2901 
0.6319		 1.29024 
0.632		 1.29038 
0.6321		 1.29051 
0.6322		 1.29065 
0.6323		 1.29078 
0.6324		 1.29092 
0.6325		 1.29105 
0.6326		 1.29119 
0.6327		 1.29133 
0.6328		 1.29146 
0.6329		 1.2916 
0.633		 1.29174 
0.6331		 1.29187 
0.6332		 1.29201 
0.6333		 1.29215 
0.6334		 1.29228 
0.6335		 1.29242 
0.6336		 1.29256 
0.6337		 1.29269 
0.6338		 1.29283 
0.6339		 1.29297 
0.634		 1.2931 
0.6341		 1.29324 
0.6342		 1.29338 
0.6343		 1.29352 
0.6344		 1.29365 
0.6345		 1.29379 
0.6346		 1.29393 
0.6347		 1.29407 
0.6348		 1.2942 
0.6349		 1.29434 
0.635		 1.29448 
0.6351		 1.29462 
0.6352		 1.29475 
0.6353		 1.29489 
0.6354		 1.29503 
0.6355		 1.29517 
0.6356		 1.29531 
0.6357		 1.29544 
0.6358		 1.29558 
0.6359		 1.29572 
0.636		 1.29586 
0.6361		 1.296 
0.6362		 1.29614 
0.6363		 1.29627 
0.6364		 1.29641 
0.6365		 1.29655 
0.6366		 1.29669 
0.6367		 1.29683 
0.6368		 1.29697 
0.6369		 1.29711 
0.637		 1.29725 
0.6371		 1.29739 
0.6372		 1.29752 
0.6373		 1.29766 
0.6374		 1.2978 
0.6375		 1.29794 
0.6376		 1.29808 
0.6377		 1.29822 
0.6378		 1.29836 
0.6379		 1.2985 
0.638		 1.29864 
0.6381		 1.29878 
0.6382		 1.29892 
0.6383		 1.29906 
0.6384		 1.2992 
0.6385		 1.29934 
0.6386		 1.29948 
0.6387		 1.29962 
0.6388		 1.29976 
0.6389		 1.2999 
0.639		 1.30004 
0.6391		 1.30018 
0.6392		 1.30032 
0.6393		 1.30046 
0.6394		 1.3006 
0.6395		 1.30074 
0.6396		 1.30088 
0.6397		 1.30103 
0.6398		 1.30117 
0.6399		 1.30131 
0.64		 1.30145 
0.6401		 1.30159 
0.6402		 1.30173 
0.6403		 1.30187 
0.6404		 1.30201 
0.6405		 1.30215 
0.6406		 1.3023 
0.6407		 1.30244 
0.6408		 1.30258 
0.6409		 1.30272 
0.641		 1.30286 
0.6411		 1.303 
0.6412		 1.30315 
0.6413		 1.30329 
0.6414		 1.30343 
0.6415		 1.30357 
0.6416		 1.30371 
0.6417		 1.30386 
0.6418		 1.304 
0.6419		 1.30414 
0.642		 1.30428 
0.6421		 1.30443 
0.6422		 1.30457 
0.6423		 1.30471 
0.6424		 1.30485 
0.6425		 1.305 
0.6426		 1.30514 
0.6427		 1.30528 
0.6428		 1.30543 
0.6429		 1.30557 
0.643		 1.30571 
0.6431		 1.30585 
0.6432		 1.306 
0.6433		 1.30614 
0.6434		 1.30628 
0.6435		 1.30643 
0.6436		 1.30657 
0.6437		 1.30671 
0.6438		 1.30686 
0.6439		 1.307 
0.644		 1.30715 
0.6441		 1.30729 
0.6442		 1.30743 
0.6443		 1.30758 
0.6444		 1.30772 
0.6445		 1.30787 
0.6446		 1.30801 
0.6447		 1.30815 
0.6448		 1.3083 
0.6449		 1.30844 
0.645		 1.30859 
0.6451		 1.30873 
0.6452		 1.30888 
0.6453		 1.30902 
0.6454		 1.30917 
0.6455		 1.30931 
0.6456		 1.30946 
0.6457		 1.3096 
0.6458		 1.30975 
0.6459		 1.30989 
0.646		 1.31004 
0.6461		 1.31018 
0.6462		 1.31033 
0.6463		 1.31047 
0.6464		 1.31062 
0.6465		 1.31076 
0.6466		 1.31091 
0.6467		 1.31106 
0.6468		 1.3112 
0.6469		 1.31135 
0.647		 1.31149 
0.6471		 1.31164 
0.6472		 1.31178 
0.6473		 1.31193 
0.6474		 1.31208 
0.6475		 1.31222 
0.6476		 1.31237 
0.6477		 1.31252 
0.6478		 1.31266 
0.6479		 1.31281 
0.648		 1.31296 
0.6481		 1.3131 
0.6482		 1.31325 
0.6483		 1.3134 
0.6484		 1.31354 
0.6485		 1.31369 
0.6486		 1.31384 
0.6487		 1.31398 
0.6488		 1.31413 
0.6489		 1.31428 
0.649		 1.31443 
0.6491		 1.31457 
0.6492		 1.31472 
0.6493		 1.31487 
0.6494		 1.31502 
0.6495		 1.31516 
0.6496		 1.31531 
0.6497		 1.31546 
0.6498		 1.31561 
0.6499		 1.31576 
0.65		 1.3159 
0.6501		 1.31605 
0.6502		 1.3162 
0.6503		 1.31635 
0.6504		 1.3165 
0.6505		 1.31664 
0.6506		 1.31679 
0.6507		 1.31694 
0.6508		 1.31709 
0.6509		 1.31724 
0.651		 1.31739 
0.6511		 1.31754 
0.6512		 1.31769 
0.6513		 1.31783 
0.6514		 1.31798 
0.6515		 1.31813 
0.6516		 1.31828 
0.6517		 1.31843 
0.6518		 1.31858 
0.6519		 1.31873 
0.652		 1.31888 
0.6521		 1.31903 
0.6522		 1.31918 
0.6523		 1.31933 
0.6524		 1.31948 
0.6525		 1.31963 
0.6526		 1.31978 
0.6527		 1.31993 
0.6528		 1.32008 
0.6529		 1.32023 
0.653		 1.32038 
0.6531		 1.32053 
0.6532		 1.32068 
0.6533		 1.32083 
0.6534		 1.32098 
0.6535		 1.32113 
0.6536		 1.32128 
0.6537		 1.32143 
0.6538		 1.32158 
0.6539		 1.32174 
0.654		 1.32189 
0.6541		 1.32204 
0.6542		 1.32219 
0.6543		 1.32234 
0.6544		 1.32249 
0.6545		 1.32264 
0.6546		 1.32279 
0.6547		 1.32295 
0.6548		 1.3231 
0.6549		 1.32325 
0.655		 1.3234 
0.6551		 1.32355 
0.6552		 1.3237 
0.6553		 1.32386 
0.6554		 1.32401 
0.6555		 1.32416 
0.6556		 1.32431 
0.6557		 1.32447 
0.6558		 1.32462 
0.6559		 1.32477 
0.656		 1.32492 
0.6561		 1.32508 
0.6562		 1.32523 
0.6563		 1.32538 
0.6564		 1.32553 
0.6565		 1.32569 
0.6566		 1.32584 
0.6567		 1.32599 
0.6568		 1.32615 
0.6569		 1.3263 
0.657		 1.32645 
0.6571		 1.32661 
0.6572		 1.32676 
0.6573		 1.32691 
0.6574		 1.32707 
0.6575		 1.32722 
0.6576		 1.32737 
0.6577		 1.32753 
0.6578		 1.32768 
0.6579		 1.32784 
0.658		 1.32799 
0.6581		 1.32814 
0.6582		 1.3283 
0.6583		 1.32845 
0.6584		 1.32861 
0.6585		 1.32876 
0.6586		 1.32892 
0.6587		 1.32907 
0.6588		 1.32922 
0.6589		 1.32938 
0.659		 1.32953 
0.6591		 1.32969 
0.6592		 1.32984 
0.6593		 1.33 
0.6594		 1.33015 
0.6595		 1.33031 
0.6596		 1.33047 
0.6597		 1.33062 
0.6598		 1.33078 
0.6599		 1.33093 
0.66		 1.33109 
0.6601		 1.33124 
0.6602		 1.3314 
0.6603		 1.33155 
0.6604		 1.33171 
0.6605		 1.33187 
0.6606		 1.33202 
0.6607		 1.33218 
0.6608		 1.33233 
0.6609		 1.33249 
0.661		 1.33265 
0.6611		 1.3328 
0.6612		 1.33296 
0.6613		 1.33312 
0.6614		 1.33327 
0.6615		 1.33343 
0.6616		 1.33359 
0.6617		 1.33374 
0.6618		 1.3339 
0.6619		 1.33406 
0.662		 1.33422 
0.6621		 1.33437 
0.6622		 1.33453 
0.6623		 1.33469 
0.6624		 1.33485 
0.6625		 1.335 
0.6626		 1.33516 
0.6627		 1.33532 
0.6628		 1.33548 
0.6629		 1.33563 
0.663		 1.33579 
0.6631		 1.33595 
0.6632		 1.33611 
0.6633		 1.33627 
0.6634		 1.33643 
0.6635		 1.33658 
0.6636		 1.33674 
0.6637		 1.3369 
0.6638		 1.33706 
0.6639		 1.33722 
0.664		 1.33738 
0.6641		 1.33754 
0.6642		 1.33769 
0.6643		 1.33785 
0.6644		 1.33801 
0.6645		 1.33817 
0.6646		 1.33833 
0.6647		 1.33849 
0.6648		 1.33865 
0.6649		 1.33881 
0.665		 1.33897 
0.6651		 1.33913 
0.6652		 1.33929 
0.6653		 1.33945 
0.6654		 1.33961 
0.6655		 1.33977 
0.6656		 1.33993 
0.6657		 1.34009 
0.6658		 1.34025 
0.6659		 1.34041 
0.666		 1.34057 
0.6661		 1.34073 
0.6662		 1.34089 
0.6663		 1.34105 
0.6664		 1.34121 
0.6665		 1.34137 
0.6666		 1.34153 
0.6667		 1.34169 
0.6668		 1.34186 
0.6669		 1.34202 
0.667		 1.34218 
0.6671		 1.34234 
0.6672		 1.3425 
0.6673		 1.34266 
0.6674		 1.34282 
0.6675		 1.34299 
0.6676		 1.34315 
0.6677		 1.34331 
0.6678		 1.34347 
0.6679		 1.34363 
0.668		 1.34379 
0.6681		 1.34396 
0.6682		 1.34412 
0.6683		 1.34428 
0.6684		 1.34444 
0.6685		 1.34461 
0.6686		 1.34477 
0.6687		 1.34493 
0.6688		 1.34509 
0.6689		 1.34526 
0.669		 1.34542 
0.6691		 1.34558 
0.6692		 1.34575 
0.6693		 1.34591 
0.6694		 1.34607 
0.6695		 1.34624 
0.6696		 1.3464 
0.6697		 1.34656 
0.6698		 1.34673 
0.6699		 1.34689 
0.67		 1.34705 
0.6701		 1.34722 
0.6702		 1.34738 
0.6703		 1.34755 
0.6704		 1.34771 
0.6705		 1.34787 
0.6706		 1.34804 
0.6707		 1.3482 
0.6708		 1.34837 
0.6709		 1.34853 
0.671		 1.3487 
0.6711		 1.34886 
0.6712		 1.34902 
0.6713		 1.34919 
0.6714		 1.34935 
0.6715		 1.34952 
0.6716		 1.34968 
0.6717		 1.34985 
0.6718		 1.35001 
0.6719		 1.35018 
0.672		 1.35035 
0.6721		 1.35051 
0.6722		 1.35068 
0.6723		 1.35084 
0.6724		 1.35101 
0.6725		 1.35117 
0.6726		 1.35134 
0.6727		 1.35151 
0.6728		 1.35167 
0.6729		 1.35184 
0.673		 1.352 
0.6731		 1.35217 
0.6732		 1.35234 
0.6733		 1.3525 
0.6734		 1.35267 
0.6735		 1.35284 
0.6736		 1.353 
0.6737		 1.35317 
0.6738		 1.35334 
0.6739		 1.3535 
0.674		 1.35367 
0.6741		 1.35384 
0.6742		 1.35401 
0.6743		 1.35417 
0.6744		 1.35434 
0.6745		 1.35451 
0.6746		 1.35468 
0.6747		 1.35484 
0.6748		 1.35501 
0.6749		 1.35518 
0.675		 1.35535 
0.6751		 1.35552 
0.6752		 1.35568 
0.6753		 1.35585 
0.6754		 1.35602 
0.6755		 1.35619 
0.6756		 1.35636 
0.6757		 1.35653 
0.6758		 1.3567 
0.6759		 1.35686 
0.676		 1.35703 
0.6761		 1.3572 
0.6762		 1.35737 
0.6763		 1.35754 
0.6764		 1.35771 
0.6765		 1.35788 
0.6766		 1.35805 
0.6767		 1.35822 
0.6768		 1.35839 
0.6769		 1.35856 
0.677		 1.35873 
0.6771		 1.3589 
0.6772		 1.35907 
0.6773		 1.35924 
0.6774		 1.35941 
0.6775		 1.35958 
0.6776		 1.35975 
0.6777		 1.35992 
0.6778		 1.36009 
0.6779		 1.36026 
0.678		 1.36043 
0.6781		 1.3606 
0.6782		 1.36077 
0.6783		 1.36094 
0.6784		 1.36111 
0.6785		 1.36128 
0.6786		 1.36146 
0.6787		 1.36163 
0.6788		 1.3618 
0.6789		 1.36197 
0.679		 1.36214 
0.6791		 1.36231 
0.6792		 1.36248 
0.6793		 1.36266 
0.6794		 1.36283 
0.6795		 1.363 
0.6796		 1.36317 
0.6797		 1.36334 
0.6798		 1.36352 
0.6799		 1.36369 
0.68		 1.36386 
0.6801		 1.36403 
0.6802		 1.36421 
0.6803		 1.36438 
0.6804		 1.36455 
0.6805		 1.36473 
0.6806		 1.3649 
0.6807		 1.36507 
0.6808		 1.36524 
0.6809		 1.36542 
0.681		 1.36559 
0.6811		 1.36576 
0.6812		 1.36594 
0.6813		 1.36611 
0.6814		 1.36629 
0.6815		 1.36646 
0.6816		 1.36663 
0.6817		 1.36681 
0.6818		 1.36698 
0.6819		 1.36716 
0.682		 1.36733 
0.6821		 1.3675 
0.6822		 1.36768 
0.6823		 1.36785 
0.6824		 1.36803 
0.6825		 1.3682 
0.6826		 1.36838 
0.6827		 1.36855 
0.6828		 1.36873 
0.6829		 1.3689 
0.683		 1.36908 
0.6831		 1.36925 
0.6832		 1.36943 
0.6833		 1.3696 
0.6834		 1.36978 
0.6835		 1.36996 
0.6836		 1.37013 
0.6837		 1.37031 
0.6838		 1.37048 
0.6839		 1.37066 
0.684		 1.37084 
0.6841		 1.37101 
0.6842		 1.37119 
0.6843		 1.37136 
0.6844		 1.37154 
0.6845		 1.37172 
0.6846		 1.37189 
0.6847		 1.37207 
0.6848		 1.37225 
0.6849		 1.37243 
0.685		 1.3726 
0.6851		 1.37278 
0.6852		 1.37296 
0.6853		 1.37313 
0.6854		 1.37331 
0.6855		 1.37349 
0.6856		 1.37367 
0.6857		 1.37384 
0.6858		 1.37402 
0.6859		 1.3742 
0.686		 1.37438 
0.6861		 1.37456 
0.6862		 1.37473 
0.6863		 1.37491 
0.6864		 1.37509 
0.6865		 1.37527 
0.6866		 1.37545 
0.6867		 1.37563 
0.6868		 1.37581 
0.6869		 1.37599 
0.687		 1.37616 
0.6871		 1.37634 
0.6872		 1.37652 
0.6873		 1.3767 
0.6874		 1.37688 
0.6875		 1.37706 
0.6876		 1.37724 
0.6877		 1.37742 
0.6878		 1.3776 
0.6879		 1.37778 
0.688		 1.37796 
0.6881		 1.37814 
0.6882		 1.37832 
0.6883		 1.3785 
0.6884		 1.37868 
0.6885		 1.37886 
0.6886		 1.37904 
0.6887		 1.37922 
0.6888		 1.3794 
0.6889		 1.37958 
0.689		 1.37976 
0.6891		 1.37995 
0.6892		 1.38013 
0.6893		 1.38031 
0.6894		 1.38049 
0.6895		 1.38067 
0.6896		 1.38085 
0.6897		 1.38103 
0.6898		 1.38122 
0.6899		 1.3814 
0.69		 1.38158 
0.6901		 1.38176 
0.6902		 1.38194 
0.6903		 1.38213 
0.6904		 1.38231 
0.6905		 1.38249 
0.6906		 1.38267 
0.6907		 1.38286 
0.6908		 1.38304 
0.6909		 1.38322 
0.691		 1.3834 
0.6911		 1.38359 
0.6912		 1.38377 
0.6913		 1.38395 
0.6914		 1.38414 
0.6915		 1.38432 
0.6916		 1.3845 
0.6917		 1.38469 
0.6918		 1.38487 
0.6919		 1.38505 
0.692		 1.38524 
0.6921		 1.38542 
0.6922		 1.38561 
0.6923		 1.38579 
0.6924		 1.38597 
0.6925		 1.38616 
0.6926		 1.38634 
0.6927		 1.38653 
0.6928		 1.38671 
0.6929		 1.3869 
0.693		 1.38708 
0.6931		 1.38727 
0.6932		 1.38745 
0.6933		 1.38764 
0.6934		 1.38782 
0.6935		 1.38801 
0.6936		 1.38819 
0.6937		 1.38838 
0.6938		 1.38857 
0.6939		 1.38875 
0.694		 1.38894 
0.6941		 1.38912 
0.6942		 1.38931 
0.6943		 1.3895 
0.6944		 1.38968 
0.6945		 1.38987 
0.6946		 1.39005 
0.6947		 1.39024 
0.6948		 1.39043 
0.6949		 1.39061 
0.695		 1.3908 
0.6951		 1.39099 
0.6952		 1.39118 
0.6953		 1.39136 
0.6954		 1.39155 
0.6955		 1.39174 
0.6956		 1.39193 
0.6957		 1.39211 
0.6958		 1.3923 
0.6959		 1.39249 
0.696		 1.39268 
0.6961		 1.39286 
0.6962		 1.39305 
0.6963		 1.39324 
0.6964		 1.39343 
0.6965		 1.39362 
0.6966		 1.39381 
0.6967		 1.394 
0.6968		 1.39418 
0.6969		 1.39437 
0.697		 1.39456 
0.6971		 1.39475 
0.6972		 1.39494 
0.6973		 1.39513 
0.6974		 1.39532 
0.6975		 1.39551 
0.6976		 1.3957 
0.6977		 1.39589 
0.6978		 1.39608 
0.6979		 1.39627 
0.698		 1.39646 
0.6981		 1.39665 
0.6982		 1.39684 
0.6983		 1.39703 
0.6984		 1.39722 
0.6985		 1.39741 
0.6986		 1.3976 
0.6987		 1.39779 
0.6988		 1.39798 
0.6989		 1.39817 
0.699		 1.39836 
0.6991		 1.39855 
0.6992		 1.39875 
0.6993		 1.39894 
0.6994		 1.39913 
0.6995		 1.39932 
0.6996		 1.39951 
0.6997		 1.3997 
0.6998		 1.3999 
0.6999		 1.40009 
0.7		 1.40028 
0.7001		 1.40047 
0.7002		 1.40066 
0.7003		 1.40086 
0.7004		 1.40105 
0.7005		 1.40124 
0.7006		 1.40144 
0.7007		 1.40163 
0.7008		 1.40182 
0.7009		 1.40201 
0.701		 1.40221 
0.7011		 1.4024 
0.7012		 1.40259 
0.7013		 1.40279 
0.7014		 1.40298 
0.7015		 1.40318 
0.7016		 1.40337 
0.7017		 1.40356 
0.7018		 1.40376 
0.7019		 1.40395 
0.702		 1.40415 
0.7021		 1.40434 
0.7022		 1.40453 
0.7023		 1.40473 
0.7024		 1.40492 
0.7025		 1.40512 
0.7026		 1.40531 
0.7027		 1.40551 
0.7028		 1.4057 
0.7029		 1.4059 
0.703		 1.40609 
0.7031		 1.40629 
0.7032		 1.40649 
0.7033		 1.40668 
0.7034		 1.40688 
0.7035		 1.40707 
0.7036		 1.40727 
0.7037		 1.40747 
0.7038		 1.40766 
0.7039		 1.40786 
0.704		 1.40805 
0.7041		 1.40825 
0.7042		 1.40845 
0.7043		 1.40864 
0.7044		 1.40884 
0.7045		 1.40904 
0.7046		 1.40924 
0.7047		 1.40943 
0.7048		 1.40963 
0.7049		 1.40983 
0.705		 1.41002 
0.7051		 1.41022 
0.7052		 1.41042 
0.7053		 1.41062 
0.7054		 1.41082 
0.7055		 1.41101 
0.7056		 1.41121 
