Beta (v/c)	 Gamma 
0.2353		 1.02889 
0.2354		 1.02891 
0.2355		 1.02894 
0.2356		 1.02897 
0.2357		 1.02899 
0.2358		 1.02902 
0.2359		 1.02904 
0.236		 1.02907 
0.2361		 1.02909 
0.2362		 1.02912 
0.2363		 1.02915 
0.2364		 1.02917 
0.2365		 1.0292 
0.2366		 1.02922 
0.2367		 1.02925 
0.2368		 1.02927 
0.2369		 1.0293 
0.237		 1.02933 
0.2371		 1.02935 
0.2372		 1.02938 
0.2373		 1.0294 
0.2374		 1.02943 
0.2375		 1.02946 
0.2376		 1.02948 
0.2377		 1.02951 
0.2378		 1.02953 
0.2379		 1.02956 
0.238		 1.02958 
0.2381		 1.02961 
0.2382		 1.02964 
0.2383		 1.02966 
0.2384		 1.02969 
0.2385		 1.02972 
0.2386		 1.02974 
0.2387		 1.02977 
0.2388		 1.02979 
0.2389		 1.02982 
0.239		 1.02985 
0.2391		 1.02987 
0.2392		 1.0299 
0.2393		 1.02992 
0.2394		 1.02995 
0.2395		 1.02998 
0.2396		 1.03 
0.2397		 1.03003 
0.2398		 1.03005 
0.2399		 1.03008 
0.24		 1.03011 
0.2401		 1.03013 
0.2402		 1.03016 
0.2403		 1.03019 
0.2404		 1.03021 
0.2405		 1.03024 
0.2406		 1.03026 
0.2407		 1.03029 
0.2408		 1.03032 
0.2409		 1.03034 
0.241		 1.03037 
0.2411		 1.0304 
0.2412		 1.03042 
0.2413		 1.03045 
0.2414		 1.03048 
0.2415		 1.0305 
0.2416		 1.03053 
0.2417		 1.03055 
0.2418		 1.03058 
0.2419		 1.03061 
0.242		 1.03063 
0.2421		 1.03066 
0.2422		 1.03069 
0.2423		 1.03071 
0.2424		 1.03074 
0.2425		 1.03077 
0.2426		 1.03079 
0.2427		 1.03082 
0.2428		 1.03085 
0.2429		 1.03087 
0.243		 1.0309 
0.2431		 1.03093 
0.2432		 1.03095 
0.2433		 1.03098 
0.2434		 1.03101 
0.2435		 1.03103 
0.2436		 1.03106 
0.2437		 1.03109 
0.2438		 1.03111 
0.2439		 1.03114 
0.244		 1.03117 
0.2441		 1.03119 
0.2442		 1.03122 
0.2443		 1.03125 
0.2444		 1.03127 
0.2445		 1.0313 
0.2446		 1.03133 
0.2447		 1.03135 
0.2448		 1.03138 
0.2449		 1.03141 
0.245		 1.03143 
0.2451		 1.03146 
0.2452		 1.03149 
0.2453		 1.03152 
0.2454		 1.03154 
0.2455		 1.03157 
0.2456		 1.0316 
0.2457		 1.03162 
0.2458		 1.03165 
0.2459		 1.03168 
0.246		 1.0317 
0.2461		 1.03173 
0.2462		 1.03176 
0.2463		 1.03179 
0.2464		 1.03181 
0.2465		 1.03184 
0.2466		 1.03187 
0.2467		 1.03189 
0.2468		 1.03192 
0.2469		 1.03195 
0.247		 1.03198 
0.2471		 1.032 
0.2472		 1.03203 
0.2473		 1.03206 
0.2474		 1.03208 
0.2475		 1.03211 
0.2476		 1.03214 
0.2477		 1.03217 
0.2478		 1.03219 
0.2479		 1.03222 
0.248		 1.03225 
0.2481		 1.03227 
0.2482		 1.0323 
0.2483		 1.03233 
0.2484		 1.03236 
0.2485		 1.03238 
0.2486		 1.03241 
0.2487		 1.03244 
0.2488		 1.03247 
0.2489		 1.03249 
0.249		 1.03252 
0.2491		 1.03255 
0.2492		 1.03258 
0.2493		 1.0326 
0.2494		 1.03263 
0.2495		 1.03266 
0.2496		 1.03269 
0.2497		 1.03271 
0.2498		 1.03274 
0.2499		 1.03277 
0.25		 1.0328 
0.2501		 1.03282 
0.2502		 1.03285 
0.2503		 1.03288 
0.2504		 1.03291 
0.2505		 1.03293 
0.2506		 1.03296 
0.2507		 1.03299 
0.2508		 1.03302 
0.2509		 1.03304 
0.251		 1.03307 
0.2511		 1.0331 
0.2512		 1.03313 
0.2513		 1.03315 
0.2514		 1.03318 
0.2515		 1.03321 
0.2516		 1.03324 
0.2517		 1.03327 
0.2518		 1.03329 
0.2519		 1.03332 
0.252		 1.03335 
0.2521		 1.03338 
0.2522		 1.0334 
0.2523		 1.03343 
0.2524		 1.03346 
0.2525		 1.03349 
0.2526		 1.03352 
0.2527		 1.03354 
0.2528		 1.03357 
0.2529		 1.0336 
0.253		 1.03363 
0.2531		 1.03366 
0.2532		 1.03368 
0.2533		 1.03371 
0.2534		 1.03374 
0.2535		 1.03377 
0.2536		 1.0338 
0.2537		 1.03382 
0.2538		 1.03385 
0.2539		 1.03388 
0.254		 1.03391 
0.2541		 1.03394 
0.2542		 1.03396 
0.2543		 1.03399 
0.2544		 1.03402 
0.2545		 1.03405 
0.2546		 1.03408 
0.2547		 1.0341 
0.2548		 1.03413 
0.2549		 1.03416 
0.255		 1.03419 
0.2551		 1.03422 
0.2552		 1.03425 
0.2553		 1.03427 
0.2554		 1.0343 
0.2555		 1.03433 
0.2556		 1.03436 
0.2557		 1.03439 
0.2558		 1.03442 
0.2559		 1.03444 
0.256		 1.03447 
0.2561		 1.0345 
0.2562		 1.03453 
0.2563		 1.03456 
0.2564		 1.03459 
0.2565		 1.03461 
0.2566		 1.03464 
0.2567		 1.03467 
0.2568		 1.0347 
0.2569		 1.03473 
0.257		 1.03476 
0.2571		 1.03478 
0.2572		 1.03481 
0.2573		 1.03484 
0.2574		 1.03487 
0.2575		 1.0349 
0.2576		 1.03493 
0.2577		 1.03496 
0.2578		 1.03498 
0.2579		 1.03501 
0.258		 1.03504 
0.2581		 1.03507 
0.2582		 1.0351 
0.2583		 1.03513 
0.2584		 1.03516 
0.2585		 1.03518 
0.2586		 1.03521 
0.2587		 1.03524 
0.2588		 1.03527 
0.2589		 1.0353 
0.259		 1.03533 
0.2591		 1.03536 
0.2592		 1.03539 
0.2593		 1.03541 
0.2594		 1.03544 
0.2595		 1.03547 
0.2596		 1.0355 
0.2597		 1.03553 
0.2598		 1.03556 
0.2599		 1.03559 
0.26		 1.03562 
0.2601		 1.03565 
0.2602		 1.03567 
0.2603		 1.0357 
0.2604		 1.03573 
0.2605		 1.03576 
0.2606		 1.03579 
0.2607		 1.03582 
0.2608		 1.03585 
0.2609		 1.03588 
0.261		 1.03591 
0.2611		 1.03593 
0.2612		 1.03596 
0.2613		 1.03599 
0.2614		 1.03602 
0.2615		 1.03605 
0.2616		 1.03608 
0.2617		 1.03611 
0.2618		 1.03614 
0.2619		 1.03617 
0.262		 1.0362 
0.2621		 1.03623 
0.2622		 1.03625 
0.2623		 1.03628 
0.2624		 1.03631 
0.2625		 1.03634 
0.2626		 1.03637 
0.2627		 1.0364 
0.2628		 1.03643 
0.2629		 1.03646 
0.263		 1.03649 
0.2631		 1.03652 
0.2632		 1.03655 
0.2633		 1.03658 
0.2634		 1.03661 
0.2635		 1.03664 
0.2636		 1.03666 
0.2637		 1.03669 
0.2638		 1.03672 
0.2639		 1.03675 
0.264		 1.03678 
0.2641		 1.03681 
0.2642		 1.03684 
0.2643		 1.03687 
0.2644		 1.0369 
0.2645		 1.03693 
0.2646		 1.03696 
0.2647		 1.03699 
0.2648		 1.03702 
0.2649		 1.03705 
0.265		 1.03708 
0.2651		 1.03711 
0.2652		 1.03714 
0.2653		 1.03717 
0.2654		 1.0372 
0.2655		 1.03723 
0.2656		 1.03725 
0.2657		 1.03728 
0.2658		 1.03731 
0.2659		 1.03734 
0.266		 1.03737 
0.2661		 1.0374 
0.2662		 1.03743 
0.2663		 1.03746 
0.2664		 1.03749 
0.2665		 1.03752 
0.2666		 1.03755 
0.2667		 1.03758 
0.2668		 1.03761 
0.2669		 1.03764 
0.267		 1.03767 
0.2671		 1.0377 
0.2672		 1.03773 
0.2673		 1.03776 
0.2674		 1.03779 
0.2675		 1.03782 
0.2676		 1.03785 
0.2677		 1.03788 
0.2678		 1.03791 
0.2679		 1.03794 
0.268		 1.03797 
0.2681		 1.038 
0.2682		 1.03803 
0.2683		 1.03806 
0.2684		 1.03809 
0.2685		 1.03812 
0.2686		 1.03815 
0.2687		 1.03818 
0.2688		 1.03821 
0.2689		 1.03824 
0.269		 1.03827 
0.2691		 1.0383 
0.2692		 1.03833 
0.2693		 1.03836 
0.2694		 1.03839 
0.2695		 1.03842 
0.2696		 1.03845 
0.2697		 1.03848 
0.2698		 1.03851 
0.2699		 1.03854 
0.27		 1.03857 
0.2701		 1.0386 
0.2702		 1.03863 
0.2703		 1.03866 
0.2704		 1.03869 
0.2705		 1.03872 
0.2706		 1.03875 
0.2707		 1.03878 
0.2708		 1.03881 
0.2709		 1.03885 
0.271		 1.03888 
0.2711		 1.03891 
0.2712		 1.03894 
0.2713		 1.03897 
0.2714		 1.039 
0.2715		 1.03903 
0.2716		 1.03906 
0.2717		 1.03909 
0.2718		 1.03912 
0.2719		 1.03915 
0.272		 1.03918 
0.2721		 1.03921 
0.2722		 1.03924 
0.2723		 1.03927 
0.2724		 1.0393 
0.2725		 1.03933 
0.2726		 1.03936 
0.2727		 1.03939 
0.2728		 1.03942 
0.2729		 1.03946 
0.273		 1.03949 
0.2731		 1.03952 
0.2732		 1.03955 
0.2733		 1.03958 
0.2734		 1.03961 
0.2735		 1.03964 
0.2736		 1.03967 
0.2737		 1.0397 
0.2738		 1.03973 
0.2739		 1.03976 
0.274		 1.03979 
0.2741		 1.03982 
0.2742		 1.03985 
0.2743		 1.03989 
0.2744		 1.03992 
0.2745		 1.03995 
0.2746		 1.03998 
0.2747		 1.04001 
0.2748		 1.04004 
0.2749		 1.04007 
0.275		 1.0401 
0.2751		 1.04013 
0.2752		 1.04016 
0.2753		 1.04019 
0.2754		 1.04023 
0.2755		 1.04026 
0.2756		 1.04029 
0.2757		 1.04032 
0.2758		 1.04035 
0.2759		 1.04038 
0.276		 1.04041 
0.2761		 1.04044 
0.2762		 1.04047 
0.2763		 1.04051 
0.2764		 1.04054 
0.2765		 1.04057 
0.2766		 1.0406 
0.2767		 1.04063 
0.2768		 1.04066 
0.2769		 1.04069 
0.277		 1.04072 
0.2771		 1.04075 
0.2772		 1.04079 
0.2773		 1.04082 
0.2774		 1.04085 
0.2775		 1.04088 
0.2776		 1.04091 
0.2777		 1.04094 
0.2778		 1.04097 
0.2779		 1.04101 
0.278		 1.04104 
0.2781		 1.04107 
0.2782		 1.0411 
0.2783		 1.04113 
0.2784		 1.04116 
0.2785		 1.04119 
0.2786		 1.04122 
0.2787		 1.04126 
0.2788		 1.04129 
0.2789		 1.04132 
0.279		 1.04135 
0.2791		 1.04138 
0.2792		 1.04141 
0.2793		 1.04145 
0.2794		 1.04148 
0.2795		 1.04151 
0.2796		 1.04154 
0.2797		 1.04157 
0.2798		 1.0416 
0.2799		 1.04164 
0.28		 1.04167 
0.2801		 1.0417 
0.2802		 1.04173 
0.2803		 1.04176 
0.2804		 1.04179 
0.2805		 1.04183 
0.2806		 1.04186 
0.2807		 1.04189 
0.2808		 1.04192 
0.2809		 1.04195 
0.281		 1.04198 
0.2811		 1.04202 
0.2812		 1.04205 
0.2813		 1.04208 
0.2814		 1.04211 
0.2815		 1.04214 
0.2816		 1.04217 
0.2817		 1.04221 
0.2818		 1.04224 
0.2819		 1.04227 
0.282		 1.0423 
0.2821		 1.04233 
0.2822		 1.04237 
0.2823		 1.0424 
0.2824		 1.04243 
0.2825		 1.04246 
0.2826		 1.04249 
0.2827		 1.04253 
0.2828		 1.04256 
0.2829		 1.04259 
0.283		 1.04262 
0.2831		 1.04265 
0.2832		 1.04269 
0.2833		 1.04272 
0.2834		 1.04275 
0.2835		 1.04278 
0.2836		 1.04282 
0.2837		 1.04285 
0.2838		 1.04288 
0.2839		 1.04291 
0.284		 1.04294 
0.2841		 1.04298 
0.2842		 1.04301 
0.2843		 1.04304 
0.2844		 1.04307 
0.2845		 1.04311 
0.2846		 1.04314 
0.2847		 1.04317 
0.2848		 1.0432 
0.2849		 1.04323 
0.285		 1.04327 
0.2851		 1.0433 
0.2852		 1.04333 
0.2853		 1.04336 
0.2854		 1.0434 
0.2855		 1.04343 
0.2856		 1.04346 
0.2857		 1.04349 
0.2858		 1.04353 
0.2859		 1.04356 
0.286		 1.04359 
0.2861		 1.04362 
0.2862		 1.04366 
0.2863		 1.04369 
0.2864		 1.04372 
0.2865		 1.04375 
0.2866		 1.04379 
0.2867		 1.04382 
0.2868		 1.04385 
0.2869		 1.04388 
0.287		 1.04392 
0.2871		 1.04395 
0.2872		 1.04398 
0.2873		 1.04401 
0.2874		 1.04405 
0.2875		 1.04408 
0.2876		 1.04411 
0.2877		 1.04415 
0.2878		 1.04418 
0.2879		 1.04421 
0.288		 1.04424 
0.2881		 1.04428 
0.2882		 1.04431 
0.2883		 1.04434 
0.2884		 1.04438 
0.2885		 1.04441 
0.2886		 1.04444 
0.2887		 1.04447 
0.2888		 1.04451 
0.2889		 1.04454 
0.289		 1.04457 
0.2891		 1.04461 
0.2892		 1.04464 
0.2893		 1.04467 
0.2894		 1.0447 
0.2895		 1.04474 
0.2896		 1.04477 
0.2897		 1.0448 
0.2898		 1.04484 
0.2899		 1.04487 
0.29		 1.0449 
0.2901		 1.04494 
0.2902		 1.04497 
0.2903		 1.045 
0.2904		 1.04504 
0.2905		 1.04507 
0.2906		 1.0451 
0.2907		 1.04513 
0.2908		 1.04517 
0.2909		 1.0452 
0.291		 1.04523 
0.2911		 1.04527 
0.2912		 1.0453 
0.2913		 1.04533 
0.2914		 1.04537 
0.2915		 1.0454 
0.2916		 1.04543 
0.2917		 1.04547 
0.2918		 1.0455 
0.2919		 1.04553 
0.292		 1.04557 
0.2921		 1.0456 
0.2922		 1.04563 
0.2923		 1.04567 
0.2924		 1.0457 
0.2925		 1.04573 
0.2926		 1.04577 
0.2927		 1.0458 
0.2928		 1.04584 
0.2929		 1.04587 
0.293		 1.0459 
0.2931		 1.04594 
0.2932		 1.04597 
0.2933		 1.046 
0.2934		 1.04604 
0.2935		 1.04607 
0.2936		 1.0461 
0.2937		 1.04614 
0.2938		 1.04617 
0.2939		 1.0462 
0.294		 1.04624 
0.2941		 1.04627 
0.2942		 1.04631 
0.2943		 1.04634 
0.2944		 1.04637 
0.2945		 1.04641 
0.2946		 1.04644 
0.2947		 1.04647 
0.2948		 1.04651 
0.2949		 1.04654 
0.295		 1.04658 
0.2951		 1.04661 
0.2952		 1.04664 
0.2953		 1.04668 
0.2954		 1.04671 
0.2955		 1.04674 
0.2956		 1.04678 
0.2957		 1.04681 
0.2958		 1.04685 
0.2959		 1.04688 
0.296		 1.04691 
0.2961		 1.04695 
0.2962		 1.04698 
0.2963		 1.04702 
0.2964		 1.04705 
0.2965		 1.04708 
0.2966		 1.04712 
0.2967		 1.04715 
0.2968		 1.04719 
0.2969		 1.04722 
0.297		 1.04725 
0.2971		 1.04729 
0.2972		 1.04732 
0.2973		 1.04736 
0.2974		 1.04739 
0.2975		 1.04743 
0.2976		 1.04746 
0.2977		 1.04749 
0.2978		 1.04753 
0.2979		 1.04756 
0.298		 1.0476 
0.2981		 1.04763 
0.2982		 1.04767 
0.2983		 1.0477 
0.2984		 1.04773 
0.2985		 1.04777 
0.2986		 1.0478 
0.2987		 1.04784 
0.2988		 1.04787 
0.2989		 1.04791 
0.299		 1.04794 
0.2991		 1.04797 
0.2992		 1.04801 
0.2993		 1.04804 
0.2994		 1.04808 
0.2995		 1.04811 
0.2996		 1.04815 
0.2997		 1.04818 
0.2998		 1.04822 
0.2999		 1.04825 
0.3		 1.04828 
0.3001		 1.04832 
0.3002		 1.04835 
0.3003		 1.04839 
0.3004		 1.04842 
0.3005		 1.04846 
0.3006		 1.04849 
0.3007		 1.04853 
0.3008		 1.04856 
0.3009		 1.0486 
0.301		 1.04863 
0.3011		 1.04867 
0.3012		 1.0487 
0.3013		 1.04874 
0.3014		 1.04877 
0.3015		 1.0488 
0.3016		 1.04884 
0.3017		 1.04887 
0.3018		 1.04891 
0.3019		 1.04894 
0.302		 1.04898 
0.3021		 1.04901 
0.3022		 1.04905 
0.3023		 1.04908 
0.3024		 1.04912 
0.3025		 1.04915 
0.3026		 1.04919 
0.3027		 1.04922 
0.3028		 1.04926 
0.3029		 1.04929 
0.303		 1.04933 
0.3031		 1.04936 
0.3032		 1.0494 
0.3033		 1.04943 
0.3034		 1.04947 
0.3035		 1.0495 
0.3036		 1.04954 
0.3037		 1.04957 
0.3038		 1.04961 
0.3039		 1.04964 
0.304		 1.04968 
0.3041		 1.04971 
0.3042		 1.04975 
0.3043		 1.04978 
0.3044		 1.04982 
0.3045		 1.04986 
0.3046		 1.04989 
0.3047		 1.04993 
0.3048		 1.04996 
0.3049		 1.05 
0.305		 1.05003 
0.3051		 1.05007 
0.3052		 1.0501 
0.3053		 1.05014 
0.3054		 1.05017 
0.3055		 1.05021 
0.3056		 1.05024 
0.3057		 1.05028 
0.3058		 1.05031 
0.3059		 1.05035 
0.306		 1.05039 
0.3061		 1.05042 
0.3062		 1.05046 
0.3063		 1.05049 
0.3064		 1.05053 
0.3065		 1.05056 
0.3066		 1.0506 
0.3067		 1.05063 
0.3068		 1.05067 
0.3069		 1.05071 
0.307		 1.05074 
0.3071		 1.05078 
0.3072		 1.05081 
0.3073		 1.05085 
0.3074		 1.05088 
0.3075		 1.05092 
0.3076		 1.05095 
0.3077		 1.05099 
0.3078		 1.05103 
0.3079		 1.05106 
0.308		 1.0511 
0.3081		 1.05113 
0.3082		 1.05117 
0.3083		 1.05121 
0.3084		 1.05124 
0.3085		 1.05128 
0.3086		 1.05131 
0.3087		 1.05135 
0.3088		 1.05138 
0.3089		 1.05142 
0.309		 1.05146 
0.3091		 1.05149 
0.3092		 1.05153 
0.3093		 1.05156 
0.3094		 1.0516 
0.3095		 1.05164 
0.3096		 1.05167 
0.3097		 1.05171 
0.3098		 1.05174 
0.3099		 1.05178 
0.31		 1.05182 
0.3101		 1.05185 
0.3102		 1.05189 
0.3103		 1.05192 
0.3104		 1.05196 
0.3105		 1.052 
0.3106		 1.05203 
0.3107		 1.05207 
0.3108		 1.05211 
0.3109		 1.05214 
0.311		 1.05218 
0.3111		 1.05221 
0.3112		 1.05225 
0.3113		 1.05229 
0.3114		 1.05232 
0.3115		 1.05236 
0.3116		 1.0524 
0.3117		 1.05243 
0.3118		 1.05247 
0.3119		 1.0525 
0.312		 1.05254 
0.3121		 1.05258 
0.3122		 1.05261 
0.3123		 1.05265 
0.3124		 1.05269 
0.3125		 1.05272 
0.3126		 1.05276 
0.3127		 1.0528 
0.3128		 1.05283 
0.3129		 1.05287 
0.313		 1.05291 
0.3131		 1.05294 
0.3132		 1.05298 
0.3133		 1.05301 
0.3134		 1.05305 
0.3135		 1.05309 
0.3136		 1.05312 
0.3137		 1.05316 
0.3138		 1.0532 
0.3139		 1.05323 
0.314		 1.05327 
0.3141		 1.05331 
0.3142		 1.05334 
0.3143		 1.05338 
0.3144		 1.05342 
0.3145		 1.05345 
0.3146		 1.05349 
0.3147		 1.05353 
0.3148		 1.05357 
0.3149		 1.0536 
0.315		 1.05364 
0.3151		 1.05368 
0.3152		 1.05371 
0.3153		 1.05375 
0.3154		 1.05379 
0.3155		 1.05382 
0.3156		 1.05386 
0.3157		 1.0539 
0.3158		 1.05393 
0.3159		 1.05397 
0.316		 1.05401 
0.3161		 1.05405 
0.3162		 1.05408 
0.3163		 1.05412 
0.3164		 1.05416 
0.3165		 1.05419 
0.3166		 1.05423 
0.3167		 1.05427 
0.3168		 1.0543 
0.3169		 1.05434 
0.317		 1.05438 
0.3171		 1.05442 
0.3172		 1.05445 
0.3173		 1.05449 
0.3174		 1.05453 
0.3175		 1.05457 
0.3176		 1.0546 
0.3177		 1.05464 
0.3178		 1.05468 
0.3179		 1.05471 
0.318		 1.05475 
0.3181		 1.05479 
0.3182		 1.05483 
0.3183		 1.05486 
0.3184		 1.0549 
0.3185		 1.05494 
0.3186		 1.05498 
0.3187		 1.05501 
0.3188		 1.05505 
0.3189		 1.05509 
0.319		 1.05513 
0.3191		 1.05516 
0.3192		 1.0552 
0.3193		 1.05524 
0.3194		 1.05528 
0.3195		 1.05531 
0.3196		 1.05535 
0.3197		 1.05539 
0.3198		 1.05543 
0.3199		 1.05546 
0.32		 1.0555 
0.3201		 1.05554 
0.3202		 1.05558 
0.3203		 1.05561 
0.3204		 1.05565 
0.3205		 1.05569 
0.3206		 1.05573 
0.3207		 1.05576 
0.3208		 1.0558 
0.3209		 1.05584 
0.321		 1.05588 
0.3211		 1.05592 
0.3212		 1.05595 
0.3213		 1.05599 
0.3214		 1.05603 
0.3215		 1.05607 
0.3216		 1.0561 
0.3217		 1.05614 
0.3218		 1.05618 
0.3219		 1.05622 
0.322		 1.05626 
0.3221		 1.05629 
0.3222		 1.05633 
0.3223		 1.05637 
0.3224		 1.05641 
0.3225		 1.05645 
0.3226		 1.05648 
0.3227		 1.05652 
0.3228		 1.05656 
0.3229		 1.0566 
0.323		 1.05664 
0.3231		 1.05667 
0.3232		 1.05671 
0.3233		 1.05675 
0.3234		 1.05679 
0.3235		 1.05683 
0.3236		 1.05687 
0.3237		 1.0569 
0.3238		 1.05694 
0.3239		 1.05698 
0.324		 1.05702 
0.3241		 1.05706 
0.3242		 1.0571 
0.3243		 1.05713 
0.3244		 1.05717 
0.3245		 1.05721 
0.3246		 1.05725 
0.3247		 1.05729 
0.3248		 1.05733 
0.3249		 1.05736 
0.325		 1.0574 
0.3251		 1.05744 
0.3252		 1.05748 
0.3253		 1.05752 
0.3254		 1.05756 
0.3255		 1.05759 
0.3256		 1.05763 
0.3257		 1.05767 
0.3258		 1.05771 
0.3259		 1.05775 
0.326		 1.05779 
0.3261		 1.05783 
0.3262		 1.05786 
0.3263		 1.0579 
0.3264		 1.05794 
0.3265		 1.05798 
0.3266		 1.05802 
0.3267		 1.05806 
0.3268		 1.0581 
0.3269		 1.05814 
0.327		 1.05817 
0.3271		 1.05821 
0.3272		 1.05825 
0.3273		 1.05829 
0.3274		 1.05833 
0.3275		 1.05837 
0.3276		 1.05841 
0.3277		 1.05845 
0.3278		 1.05848 
0.3279		 1.05852 
0.328		 1.05856 
0.3281		 1.0586 
0.3282		 1.05864 
0.3283		 1.05868 
0.3284		 1.05872 
0.3285		 1.05876 
0.3286		 1.0588 
0.3287		 1.05883 
0.3288		 1.05887 
0.3289		 1.05891 
0.329		 1.05895 
0.3291		 1.05899 
0.3292		 1.05903 
0.3293		 1.05907 
0.3294		 1.05911 
0.3295		 1.05915 
0.3296		 1.05919 
0.3297		 1.05923 
0.3298		 1.05927 
0.3299		 1.0593 
0.33		 1.05934 
0.3301		 1.05938 
0.3302		 1.05942 
0.3303		 1.05946 
0.3304		 1.0595 
0.3305		 1.05954 
0.3306		 1.05958 
0.3307		 1.05962 
0.3308		 1.05966 
0.3309		 1.0597 
0.331		 1.05974 
0.3311		 1.05978 
0.3312		 1.05982 
0.3313		 1.05985 
0.3314		 1.05989 
0.3315		 1.05993 
0.3316		 1.05997 
0.3317		 1.06001 
0.3318		 1.06005 
0.3319		 1.06009 
0.332		 1.06013 
0.3321		 1.06017 
0.3322		 1.06021 
0.3323		 1.06025 
0.3324		 1.06029 
0.3325		 1.06033 
0.3326		 1.06037 
0.3327		 1.06041 
0.3328		 1.06045 
0.3329		 1.06049 
0.333		 1.06053 
0.3331		 1.06057 
0.3332		 1.06061 
0.3333		 1.06065 
0.3334		 1.06069 
0.3335		 1.06073 
0.3336		 1.06077 
0.3337		 1.06081 
0.3338		 1.06085 
0.3339		 1.06089 
0.334		 1.06093 
0.3341		 1.06097 
0.3342		 1.06101 
0.3343		 1.06105 
0.3344		 1.06109 
0.3345		 1.06113 
0.3346		 1.06117 
0.3347		 1.06121 
0.3348		 1.06125 
0.3349		 1.06129 
0.335		 1.06133 
0.3351		 1.06137 
0.3352		 1.06141 
0.3353		 1.06145 
0.3354		 1.06149 
0.3355		 1.06153 
0.3356		 1.06157 
0.3357		 1.06161 
0.3358		 1.06165 
0.3359		 1.06169 
0.336		 1.06173 
0.3361		 1.06177 
0.3362		 1.06181 
0.3363		 1.06185 
0.3364		 1.06189 
0.3365		 1.06193 
0.3366		 1.06197 
0.3367		 1.06201 
0.3368		 1.06205 
0.3369		 1.06209 
0.337		 1.06213 
0.3371		 1.06217 
0.3372		 1.06221 
0.3373		 1.06225 
0.3374		 1.06229 
0.3375		 1.06233 
0.3376		 1.06237 
0.3377		 1.06241 
0.3378		 1.06245 
0.3379		 1.06249 
0.338		 1.06253 
0.3381		 1.06257 
0.3382		 1.06262 
0.3383		 1.06266 
0.3384		 1.0627 
0.3385		 1.06274 
0.3386		 1.06278 
0.3387		 1.06282 
0.3388		 1.06286 
0.3389		 1.0629 
0.339		 1.06294 
0.3391		 1.06298 
0.3392		 1.06302 
0.3393		 1.06306 
0.3394		 1.0631 
0.3395		 1.06314 
0.3396		 1.06319 
0.3397		 1.06323 
0.3398		 1.06327 
0.3399		 1.06331 
0.34		 1.06335 
0.3401		 1.06339 
0.3402		 1.06343 
0.3403		 1.06347 
0.3404		 1.06351 
0.3405		 1.06355 
0.3406		 1.06359 
0.3407		 1.06364 
0.3408		 1.06368 
0.3409		 1.06372 
0.341		 1.06376 
0.3411		 1.0638 
0.3412		 1.06384 
0.3413		 1.06388 
0.3414		 1.06392 
0.3415		 1.06396 
0.3416		 1.064 
0.3417		 1.06405 
0.3418		 1.06409 
0.3419		 1.06413 
0.342		 1.06417 
0.3421		 1.06421 
0.3422		 1.06425 
0.3423		 1.06429 
0.3424		 1.06433 
0.3425		 1.06438 
0.3426		 1.06442 
0.3427		 1.06446 
0.3428		 1.0645 
0.3429		 1.06454 
0.343		 1.06458 
0.3431		 1.06462 
0.3432		 1.06467 
0.3433		 1.06471 
0.3434		 1.06475 
0.3435		 1.06479 
0.3436		 1.06483 
0.3437		 1.06487 
0.3438		 1.06491 
0.3439		 1.06496 
0.344		 1.065 
0.3441		 1.06504 
0.3442		 1.06508 
0.3443		 1.06512 
0.3444		 1.06516 
0.3445		 1.06521 
0.3446		 1.06525 
0.3447		 1.06529 
0.3448		 1.06533 
0.3449		 1.06537 
0.345		 1.06541 
0.3451		 1.06546 
0.3452		 1.0655 
0.3453		 1.06554 
0.3454		 1.06558 
0.3455		 1.06562 
0.3456		 1.06566 
0.3457		 1.06571 
0.3458		 1.06575 
0.3459		 1.06579 
0.346		 1.06583 
0.3461		 1.06587 
0.3462		 1.06592 
0.3463		 1.06596 
0.3464		 1.066 
0.3465		 1.06604 
0.3466		 1.06608 
0.3467		 1.06613 
0.3468		 1.06617 
0.3469		 1.06621 
0.347		 1.06625 
0.3471		 1.06629 
0.3472		 1.06634 
0.3473		 1.06638 
0.3474		 1.06642 
0.3475		 1.06646 
0.3476		 1.0665 
0.3477		 1.06655 
0.3478		 1.06659 
0.3479		 1.06663 
0.348		 1.06667 
0.3481		 1.06672 
0.3482		 1.06676 
0.3483		 1.0668 
0.3484		 1.06684 
0.3485		 1.06688 
0.3486		 1.06693 
0.3487		 1.06697 
0.3488		 1.06701 
0.3489		 1.06705 
0.349		 1.0671 
0.3491		 1.06714 
0.3492		 1.06718 
0.3493		 1.06722 
0.3494		 1.06727 
0.3495		 1.06731 
0.3496		 1.06735 
0.3497		 1.06739 
0.3498		 1.06744 
0.3499		 1.06748 
0.35		 1.06752 
0.3501		 1.06756 
0.3502		 1.06761 
0.3503		 1.06765 
0.3504		 1.06769 
0.3505		 1.06773 
0.3506		 1.06778 
0.3507		 1.06782 
0.3508		 1.06786 
0.3509		 1.0679 
0.351		 1.06795 
0.3511		 1.06799 
0.3512		 1.06803 
0.3513		 1.06808 
0.3514		 1.06812 
0.3515		 1.06816 
0.3516		 1.0682 
0.3517		 1.06825 
0.3518		 1.06829 
0.3519		 1.06833 
0.352		 1.06838 
0.3521		 1.06842 
0.3522		 1.06846 
0.3523		 1.0685 
0.3524		 1.06855 
0.3525		 1.06859 
0.3526		 1.06863 
0.3527		 1.06868 
0.3528		 1.06872 
