JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456388.022593,16.867,0.073,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.016,Z,,13.320,,SN 2013E,AAVSO,STD,,,,
2456390.033403,16.911,0.122,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.036,Z,,13.252,,SN 2013E,AAVSO,STD,,,,
2456397.991296,16.868,0.071,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.013,Z,,13.318,,SN 2013E,AAVSO,STD,,,,
2456399.963935,16.993,0.069,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.001,Z,,13.237,,SN 2013E,AAVSO,STD,,,,
2456408.940185,17.272,0.048,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.001,Z,,13.246,,SN 2013E,AAVSO,STD,,,,
2456409.43502,17.0,,,TG,TYS,K,164,172,10401GDM,,,,Z,,,,SN 2013E,AAVSO,STD,,,,
2456410.939873,17.130,0.100,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477 - MED,1,1.003,Z,,13.242,,SN 2013E,AAVSO,STD,,,,
2456412.992500,17.851,0.288,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.075,Z,,13.016,,SN 2013E,AAVSO,STD,,,,
2456419.922419,17.395,0.070,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.006,Z,,13.282,,SN 2013E,AAVSO,STD,,,,
2456421.953345,17.929,0.096,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.047,Z,,13.232,,SN 2013E,AAVSO,STD,,,,
2456428.898032,17.660,0.061,,V,HKEB,,ENSEMBLE,000-BKV-513,10403OWK,477,1,1.006,Z,,13.279,,SN 2013E,AAVSO,STD,,,,
2456434.001236,17.2,0.1,,V,NLX,,Ensemble,144,10401FZM," 	Mag median sum 4x120s ",0,1.38,Z,,14.43,,SN 2013E,AAVSO,STD,,,,
2456434.91942,17.0,0.1,,V,NLX,,Ensemble,144,10401FZM," 	Mag median sum 3x120s Ap 6/24/34 ",0,1.08,Z,,14.44,,SN 2013E,AAVSO,STD,,,,
2456435.988105,17.5,0.12,,V,NLX,,Ensemble,144,10401FZM," 	Mag med sum 4x120s ",0,1.33,Z,,14.44,,SN 2013E,AAVSO,STD,,,,
2456440.982507,17.3,0.1,,V,NLX,,Ensemble,144,10401FZM," 	Mag median sum 4x120s ",0,1.38,Z,,14.43,,SN 2013E,AAVSO,STD,,,,
2456452.941671,17.2,0.12,,V,NLX,,Ensemble,144,10401FZM," 	Mag med sum 5x120s ",0,1.34,Z,,14.43,,SN 2013E,AAVSO,STD,,,,
2456482.873635,17.8,0.1,,V,NLX,,Ensemble,144,10401FZM," 	Mags median sum 4x180s ",0,1.42,Z,,14.45,,SN 2013E,AAVSO,STD,,,,
