ug,gr,gi,gz,petroRad_i,petroR50_i,deVAB_i
2.925179,1.573891,2.118097,2.467857,9.323639,3.596073,0.5046116
2.240665,1.229378,1.839462,2.222616,2.612304,1.246928,0.4089856
0.3670578,2.138546,3.14193,3.610937,6.334342,3.121526,0.399983
3.93273,1.496655,2.064362,2.382317,4.641232,2.183819,0.6922843
1.926817,1.41914,2.455694,2.86661,2.790623,1.210348,0.7151271
4.802933,1.67337,2.461683,2.950544,2.463438,1.252009,0.6393744
1.116871,0.543848,0.8211136,0.9954071,5.577562,2.559244,0.7524098
1.241644,0.464962,0.7803631,0.8718929,5.867399,2.843476,0.642395
3.670424,1.848547,2.901606,3.366068,2.286774,0.9951775,0.6499463
1.115417,1.574537,2.359602,2.650194,2.258041,1.004367,0.744619
1.571222,0.8719959,1.322166,1.663585,6.85674,2.604289,0.4705127
1.538666,0.7342205,1.130491,1.484579,6.952626,3.32673,0.2407365
2.008593,0.9563875,1.461769,1.906632,10.47003,4.586324,0.2914146
1.826494,0.9419804,1.322886,1.631641,3.728967,1.729939,0.6760113
2.011967,1.097788,1.5509,1.919237,4.403751,1.931844,0.6700119
1.726891,1.063581,1.508537,1.851234,4.426146,1.815452,0.6653718
3.024162,1.901495,2.810007,3.452021,2.134461,1.044671,0.4610411
2.228256,1.200521,2.06111,2.345713,2.231214,1.02237,0.7911714
1.880024,1.146986,1.595549,1.947628,3.321587,1.489169,0.7999933
1.143097,1.678312,2.24061,2.608238,4.57338,1.717835,0.7966735
2.180105,1.102737,1.553301,1.906269,3.301768,1.53023,0.7491364
0.8194752,0.1942406,0.4681206,0.4627972,3.416365,1.632604,0.7311301
0.8300362,0.5690899,0.8615665,1.024282,3.075932,1.505022,0.6369306
3.859636,1.67251,2.248657,2.657299,3.829656,1.804524,0.7912607
1.890051,0.8710032,1.260717,1.586954,4.633363,2.086224,0.7133138
1.879686,0.8497219,1.263887,1.58919,6.821954,2.936252,0.8420671
1.219994,0.5448704,0.8510056,1.060017,4.15393,1.89615,0.9545255
0.1233864,0.2591496,0.6601486,0.6250668,2.851558,1.209502,0.697016
1.177057,0.6776066,1.02062,1.24692,6.489439,3.19697,0.849885
1.979181,1.013655,1.443901,1.804191,6.025571,2.625671,0.7944235
1.702097,0.9410458,1.368639,1.684799,4.715552,1.976377,0.6116719
2.446089,1.060944,1.543518,1.96488,6.171543,2.432911,0.2631808
2.077961,1.088095,1.502815,1.886648,5.403541,2.27353,0.8577473
1.973265,1.078125,1.574312,2.008987,4.924323,2.216231,0.716297
2.571558,1.669621,2.55073,3.063589,4.896075,1.956304,0.7599427
2.012457,0.8061085,1.210125,1.509352,7.729152,3.686353,0.7845393
2.044289,1.118713,1.590172,1.925648,4.435879,2.04909,0.5775424
2.037323,1.14996,1.616606,1.974358,5.715257,2.461019,0.8614732
2.136427,1.371788,1.877731,2.234379,3.564699,1.567441,0.6354245
1.489681,0.8840542,1.384323,1.750109,3.947459,1.793617,0.3846573
0.8769817,0.434454,0.7812424,0.7492504,3.474214,1.588909,0.477668
1.862078,1.656946,2.459435,2.760141,2.63584,1.253833,0.9001117
4.343925,1.318035,2.185171,2.788229,3.068766,1.441498,0.5516372
0.89571,1.530771,2.657101,3.27318,3.307532,1.288745,0.952396
0.5232086,0.7947903,1.5187,1.762211,2.317877,1.115533,0.6457755
0.9722996,-0.0242939,0.5208321,0.3800888,1.843928,0.9210197,0.7175772
1.488598,1.00869,1.481123,1.841063,3.817693,1.765278,0.4964565
2.09071,1.007027,1.438988,1.750114,4.912463,1.943506,0.7323536
-0.4736328,1.745964,2.757652,3.466656,6.459155,2.253861,0.3499458
1.12093,1.686157,2.592003,3.002655,3.732523,1.87012,0.6749128
2.268595,1.579832,2.451166,3.007673,2.467608,1.134681,0.975237
0.8724785,0.3320656,0.5621262,0.6269073,3.518403,1.585436,0.816678
1.958878,1.180073,1.718374,2.133087,3.861939,1.723567,0.3554917
2.223736,1.147318,1.648672,2.020357,3.974888,1.767923,0.9998533
1.150843,0.6226921,0.9851799,1.140285,4.975346,2.453494,0.7751775
1.02973,0.3721561,0.6559849,0.7301788,9.536631,4.645462,0.8502033
3.323273,1.743151,2.546831,2.924261,2.241791,1.055198,0.5802993
3.368147,1.788073,2.57762,2.947765,5.159346,1.939673,0.7445546
1.962791,1.043045,1.478453,1.79957,4.431223,1.901924,0.9360409
2.143316,1.137415,1.639391,2.005761,6.564651,2.554121,0.7640504
2.031189,1.032825,1.505524,1.85841,5.916974,2.262017,0.8587006
1.207853,0.7126484,1.120436,1.38306,2.892345,1.388083,0.7142463
1.814581,0.9896984,1.46073,1.797513,5.298024,2.40904,0.8971055
2.00761,1.024918,1.474476,1.826324,5.290259,2.22734,0.415223
1.993906,0.9916439,1.421146,1.775875,3.189316,1.467262,0.7132564
1.871353,0.9676476,1.427874,1.804977,3.325376,1.503188,0.4711151
2.258951,1.134058,1.549496,2.054549,4.621086,2.053555,0.9317766
-0.1336823,1.603691,2.611973,3.233837,6.027726,1.966977,0.609144
1.980276,1.572327,2.629408,3.095438,2.891411,1.314551,0.9192291
0.3277168,1.0317,1.748888,1.945303,3.893984,1.751274,0.6353617
1.594099,0.9222813,1.377024,1.700079,4.612611,1.952115,0.560667
0.5376472,1.736628,2.696123,2.864563,2.935397,1.659872,0.9523261
1.03207,0.3513927,0.5841599,0.7364693,10.19376,4.653657,0.3814552
3.984863,2.00535,3.068945,3.589375,2.361379,1.098722,0.5805598
1.878069,1.659033,2.262642,2.636747,3.9356,1.786173,0.7578003
0.4889603,1.41411,2.575333,3.037558,2.816082,1.264885,0.4936297
0.2964401,1.660192,2.641344,2.960527,2.396631,1.158781,0.7027461
2.475672,1.698561,2.334705,2.664478,3.172097,1.477896,0.8210528
0.7154236,0.850317,1.129511,1.448902,3.361258,1.617907,0.9514492
1.421202,1.361103,2.461412,2.992308,3.461085,1.457732,0.2674651
1.304943,1.644293,2.271811,2.679483,3.417594,1.682582,0.4771068
2.136112,1.275862,1.769922,2.118477,5.841621,2.545376,0.7915735
0.6645699,0.3002262,0.5494518,0.5622158,4.427614,0.8629522,0.7999066
0.7686405,0.6258678,0.9646225,1.181034,2.457701,1.215764,0.8243733
1.116463,1.843536,3.046108,3.492556,8.962426,1.501265,0.9231914
5.011578,1.67149,2.279852,2.661543,4.551224,2.12399,0.6429126
1.002077,0.4950581,0.8270378,0.9935989,3.771147,1.881405,0.809765
1.349422,0.6072683,0.8966379,1.120362,14.45843,6.298,0.1752663
1.864553,0.9575634,1.341599,1.657412,2.822282,1.355358,0.9630917
2.91048,1.005114,1.816952,2.008707,3.521545,1.595734,0.4874192
1.330109,0.6317406,0.9824562,1.177122,6.963988,3.188425,0.7327855
1.928989,1.735281,2.341341,2.705898,4.171784,1.962719,0.5414404
0.4719677,1.39592,2.274733,2.503782,2.752891,1.441842,0.7510961
0.38801,0.9178009,1.80105,2.162531,3.653688,1.620444,0.8167475
1.716192,0.7600918,1.098495,1.370136,3.44596,1.574832,0.3535688
2.954796,1.487864,2.420139,2.944614,3.100361,1.094946,0.2616583
1.841284,0.8839245,1.289949,1.616674,8.912908,3.589038,0.5690441
2.163116,1.434311,1.960323,2.309428,9.689634,4.113664,0.6208456
0.9053154,1.236593,1.973282,2.589142,2.523901,1.230053,0.660715
4.069744,1.734423,2.415684,2.833689,3.424882,1.560417,0.5129544
2.358742,1.689453,2.526794,2.913647,2.917616,1.443323,0.9026531
1.28479,1.947239,2.75844,3.195822,2.839826,1.288181,0.5297592
1.666178,1.485081,2.021982,2.352148,4.851547,1.865264,0.7199634
1.14905,0.7403851,1.126293,1.348534,3.81184,1.793039,0.8323709
3.157974,1.366526,2.016312,2.479523,5.718209,2.096286,0.3089614
0.05826759,1.297829,2.853674,3.208797,2.97017,1.678726,0.8086081
0.4840012,1.003672,1.845627,1.917398,2.344858,1.11707,0.3999923
3.023643,1.343969,2.771488,3.313753,7.359052,1.320866,0.8331003
0.3782635,2.398491,3.486465,4.130924,18.019,1.884356,0.6279578
3.391663,1.503622,2.352064,3.049147,2.676967,1.339094,0.2849303
1.826591,1.427094,2.030003,2.470028,1.589071,0.7450917,0.4101481
4.476564,1.542183,2.331848,2.947033,2.225689,1.108158,0.5121287
4.330782,1.540159,2.097332,2.457352,3.002635,1.336079,0.9998212
2.352892,1.649218,2.187366,2.524042,3.311689,1.525352,0.8084168
1.808718,0.9327927,1.353848,1.711985,4.694483,2.004107,0.4632304
1.219358,0.6198368,0.9702435,1.217331,4.312606,1.918374,0.9469437
2.536108,2.783792,3.670883,4.191765,4.317343,1.98447,0.8092996
1.999092,0.9232254,1.312149,1.673044,3.019818,1.289107,0.4171877
1.97629,0.9927864,1.411861,1.747282,2.764231,1.381612,0.4089691
1.616583,0.8515205,1.31212,1.67454,5.603428,2.344558,0.4189591
0.8959217,1.573877,2.468111,2.792896,43.76765,1.657345,0.6829646
1.973974,1.00774,1.419789,1.790242,17.99983,7.850048,0.6315111
1.960072,1.769373,2.744984,3.163845,1.605091,0.9016937,0.7997742
1.610472,0.8441601,1.262062,1.577484,3.075083,1.44566,0.8109088
1.74831,0.8916054,1.334032,1.718401,3.402623,1.514901,0.2830741
1.977594,0.9883156,1.417404,1.794477,2.700611,1.230514,0.5304506
1.914352,1.001278,1.44108,1.816696,4.129544,1.782483,0.8802304
2.791866,1.699293,2.508623,3.021872,2.086445,0.9104434,0.7771255
2.656239,1.657526,2.494692,2.888542,6.812665,1.450496,0.8029525
2.56534,1.751455,2.709547,3.089371,3.193004,1.315902,0.663228
2.355696,1.516857,2.034346,2.389681,5.338694,2.247493,0.6396146
1.236267,1.318712,2.463406,2.965256,2.140996,0.9438534,0.4140816
1.25655,0.7616844,1.185564,1.446417,4.658951,2.10858,0.4288108
3.103733,1.387777,2.234886,2.781107,1.792742,0.9650448,0.4855553
0.957552,1.554461,2.265762,2.739086,3.582064,1.554073,0.8930759
1.929819,0.8800011,1.260649,1.567533,3.409136,1.536795,0.7529371
1.863335,0.938364,1.358395,1.700123,5.497649,2.169787,0.6589483
1.83218,0.915554,1.312666,1.640656,2.837508,1.718976,0.8968887
1.116194,0.0866127,0.5339279,0.203661,1.766532,0.6402568,0.05
2.264484,1.737289,2.665808,3.123606,2.452189,1.21293,0.569825
1.64484,0.8988152,1.90815,2.246658,2.309956,1.076578,0.5161504
1.831593,1.047586,1.590345,2.049522,5.439605,2.390359,0.2709529
1.070616,0.3513145,0.6350975,0.8079414,6.036353,2.714705,0.213705
1.642458,0.7374582,1.102036,1.336324,18.37695,9.010903,0.7286627
1.10276,0.3561859,0.5932007,0.7368565,5.837654,2.852269,0.5498621
1.895647,0.9244576,1.260489,1.731254,3.451293,1.593416,0.5540776
1.005926,0.3920441,0.6337566,0.7664719,9.678629,3.873613,0.5929481
1.954073,0.9252033,1.45509,1.834894,4.576737,2.058423,0.3200101
4.053461,1.312279,2.743153,3.254028,2.986221,1.450535,0.559926
1.626532,1.474178,2.435078,2.728746,2.500604,1.168206,0.9343587
1.830452,1.520805,2.361195,2.655336,1.833234,0.9490045,0.7167962
1.026148,1.249489,2.273823,2.300404,2.471741,1.253112,0.5708487
1.206314,0.3638783,0.6595554,0.7238178,4.942826,2.473947,0.9499159
1.689978,0.7259827,1.082495,1.337976,5.117184,2.033894,0.5710527
1.763752,0.9664459,1.366131,1.752325,3.760634,1.647227,0.5552586
3.620857,2.040852,3.297857,3.809362,3.921382,1.455935,0.9203565
1.567175,2.014812,3.188105,3.67083,3.902874,1.210336,0.5843767
2.222532,1.320583,2.256142,2.762102,2.45346,1.107604,0.5481272
2.572683,1.449121,1.993542,2.344271,6.786367,2.877774,0.7337415
1.853626,0.6432056,1.056799,1.271317,5.384763,2.570946,0.3343255
1.44476,0.6666822,1.046659,1.313663,16.70623,8.289298,0.6999632
1.165989,1.742046,2.622711,3.053389,4.869545,2.004313,0.9826233
2.261934,2.266424,3.179331,3.788168,6.216956,1.743747,0.6345919
3.900801,1.584391,2.3458,2.871475,1.62738,0.8708388,0.6404224
1.814466,1.508503,2.412167,2.854223,2.891661,1.523443,0.5433177
2.127892,1.59458,2.449068,2.897888,3.191976,1.551305,0.6681843
1.677881,1.565689,2.177048,2.578848,2.901581,1.318325,0.5658618
2.08432,0.9852791,1.404337,1.760913,3.659533,1.633374,0.9234779
1.702877,0.9128838,1.37389,1.755991,8.016286,3.10332,0.2465119
2.316311,1.219721,2.273102,2.585852,5.229331,1.387701,0.3248532
3.561403,1.674341,2.500299,2.912346,2.315255,1.121988,0.7294394
3.251013,1.901114,2.723652,3.160715,2.907224,1.278898,0.6553095
2.228739,1.57299,2.692953,2.990801,2.835442,-9999.0,0.6712841
1.721176,0.7769489,1.133291,1.429726,3.605771,1.701487,0.372626
0.7168083,1.748224,2.643074,3.124952,3.09032,1.454464,0.3996671
1.704916,0.7908115,1.162663,1.447245,2.397606,1.122891,0.8846251
1.859003,1.830528,2.693554,2.932676,3.350891,1.390402,0.6776156
2.009064,1.044575,1.473822,1.82411,2.814561,1.285096,0.5355746
1.390556,1.059071,1.571108,1.868425,4.397793,1.862175,0.5586022
0.9563942,0.2866173,0.4895573,0.5917664,8.555958,3.735178,0.9000566
3.298801,1.838406,2.469492,2.843658,3.465114,1.557024,0.7086652
1.231655,0.6584091,1.019167,1.332014,7.408038,3.402653,0.2105738
0.9526596,0.3687916,0.6494026,0.7600327,7.757731,3.751665,0.9066611
1.732805,0.9052944,1.279684,1.593069,2.716602,1.266499,0.686497
1.982195,1.11688,1.564325,1.953388,4.303996,1.6898,0.5548092
1.86064,0.9064674,1.301016,1.622732,3.535879,1.620558,0.7188593
0.4131145,1.343573,2.056725,2.478069,2.040374,0.9196232,0.1573627
0.8707905,0.2569542,0.5313473,0.5315399,2.600828,1.270064,0.9714496
0.1185493,1.430859,2.120819,2.172003,5.789847,2.697439,0.7407041
0.500576,1.007843,1.542427,1.816832,2.203002,0.991906,0.788734
1.934673,1.6682,2.255287,2.537523,3.222174,1.369412,0.858401
1.587938,0.8735313,1.303797,1.635431,3.383502,1.462251,0.6963962
2.343357,1.064743,1.889074,2.310596,2.360585,1.016233,0.6469583
1.746708,0.8628426,1.257158,1.578552,3.891827,1.736461,0.6033085
1.688261,0.8846951,1.374716,1.777836,5.551147,2.430695,0.1367626
1.30797,0.7349243,1.159458,1.418402,4.761459,2.220829,0.7552873
0.6406898,1.556536,2.574434,3.024143,4.337841,2.050174,0.6937836
5.512455,1.694839,2.602264,2.872221,4.767876,2.014068,0.6577349
0.392662,1.343035,2.565367,2.944054,4.415101,1.94009,0.8558201
0.7937355,1.271059,2.030396,2.515188,2.174465,0.9814413,0.5163927
0.2475643,1.553471,2.454927,2.845449,5.026242,1.69885,0.6234379
1.344473,0.7103786,1.13299,1.395817,5.811591,2.368124,0.5
1.215401,0.3726196,0.6019316,0.6513233,16.73441,6.703491,0.5486853
1.845837,0.7998428,1.176455,1.456219,4.138483,1.82089,0.2644297
1.746881,0.7799778,1.155472,1.428288,4.528309,2.046361,0.5169679
2.026419,1.690336,2.306866,2.649755,3.783568,1.602424,0.7217002
2.98564,1.598892,2.515686,3.001532,5.257464,1.57778,0.5228703
0.1092358,1.744007,2.773123,3.379196,4.372062,1.793257,0.7669072
3.341799,1.79944,3.07074,3.325253,3.134527,1.302753,0.449852
1.992794,1.255091,1.98712,2.257023,2.645804,1.230966,0.829717
1.387457,0.6878834,1.14171,1.408672,4.130174,1.895774,0.2989079
1.951187,0.9248734,1.325708,1.644566,3.410957,1.552997,0.6772079
1.188267,0.627573,0.9828396,1.240637,3.412037,1.683626,0.8206204
1.085684,1.578129,2.337891,2.595285,4.161312,2.059954,0.8086071
1.683052,0.8857975,1.35673,1.727974,5.519813,2.513771,0.2126463
1.631807,1.639685,2.198486,2.63575,5.522334,2.26418,0.7449602
3.142391,1.114475,2.193409,2.739351,3.435482,1.529471,0.9040599
0.9391136,0.1987858,0.3972588,0.4445457,4.707024,2.248733,0.4499619
0.07087898,0.9787674,1.952648,2.34741,4.918877,2.25694,0.7172206
0.7321281,1.792532,2.645458,2.986015,2.174541,1.088485,0.7570007
2.119844,1.112555,1.575638,1.904524,4.627446,2.083128,0.8054193
1.295881,0.7664967,1.493019,1.74785,3.468042,1.552928,0.07160983
2.421606,1.547009,2.343113,2.741299,7.367972,3.773011,0.6030947
3.033655,1.652285,2.252838,2.586754,4.544113,2.064331,0.8623284
1.170771,0.6950817,1.069174,1.345703,6.111321,2.812538,0.3256965
1.96496,2.218147,3.141815,3.706158,4.245672,1.981381,0.5718388
0.6788864,0.7037735,1.807976,2.25136,3.004086,1.445517,0.7283965
0.7896557,1.534651,2.450623,2.617792,2.668873,1.25751,0.6784713
1.331635,0.5588264,1.064535,1.258993,7.17182,3.283579,0.4737541
1.425415,0.8808441,1.288309,1.617966,6.644816,3.215983,0.4633809
1.610558,0.8189468,1.198935,1.508354,4.49619,2.075615,0.7162966
0.8291245,0.7135887,1.225208,1.149374,1.753634,0.8160212,0.814697
1.85158,0.9240932,1.713707,2.074797,3.828636,1.620135,0.8123828
0.6139183,1.565931,2.667181,3.152424,2.400918,1.142651,0.502569
1.636204,0.8493004,1.246672,1.570329,6.372881,3.091198,0.4699258
1.940109,0.9579849,1.354904,1.734545,3.345968,1.497322,0.6749395
5.369896,1.703707,2.810957,3.289743,4.198651,1.933319,0.8108532
1.816061,0.964695,1.361166,1.69734,3.593897,1.575871,0.9656633
1.345846,0.6823483,1.052015,1.337042,5.731824,2.667099,0.3917916
2.22543,2.094164,2.988766,3.161455,2.105543,0.9731227,0.872656
2.262367,1.757185,2.634584,2.993349,1.732013,0.9386112,0.5204952
1.385365,1.831604,2.467281,3.004524,3.148758,1.431689,0.6171005
4.582689,1.590221,2.431934,2.583155,4.413608,1.508649,0.7751737
0.3507881,0.5787563,1.016756,1.257486,2.059787,0.9486498,0.7275184
3.152363,1.689701,2.319086,2.682758,4.728026,2.101696,0.9997004
1.653835,1.243773,2.207767,2.625647,2.417865,1.135444,0.8143247
1.931961,1.812971,2.849083,3.458906,3.879893,1.120912,0.773724
1.173485,1.869711,3.089561,3.530439,2.591692,1.259767,0.3537496
1.792997,0.8947802,1.295455,1.607367,11.68925,5.04435,0.5345885
0.6453838,0.8661613,1.748165,2.268467,3.308758,1.694409,0.7101495
2.520082,1.687176,2.67186,3.179216,2.410558,1.435029,0.7210376
3.978821,1.725307,2.565538,3.039001,2.759239,1.29593,0.7202779
3.845011,1.670658,2.553226,3.02911,3.985373,1.719168,0.7502181
4.927099,1.467798,2.283821,2.57127,3.59922,1.552826,0.45938
1.205931,1.436182,2.406956,2.951691,2.252959,0.9539384,0.508113
3.55504,1.832037,2.918358,3.480059,3.115859,1.48595,0.336875
2.447279,1.499512,2.934225,3.405144,6.315589,1.789676,0.6668949
1.493025,0.7114086,1.103714,1.370984,3.793011,1.755162,0.7304003
2.072296,1.331667,1.834658,2.192444,3.926529,1.705564,0.7333517
1.172863,0.4353123,0.627306,0.7517052,8.339948,3.808838,0.514862
1.155708,0.4138641,0.7106934,0.8578968,4.349637,2.104251,0.566038
4.050999,1.820724,2.741781,3.303034,3.188783,1.650353,0.4725598
1.779053,1.743414,2.696165,3.110266,3.624571,1.706463,0.7363504
0.7005444,1.484365,2.29744,2.800459,2.750663,1.139496,0.7581496
1.544384,0.6892414,1.105747,1.36709,2.928452,1.227848,0.6443544
1.762623,1.709967,2.588722,3.002995,2.001528,1.01975,0.2577593
3.69367,1.527273,2.436419,2.763786,2.721283,1.168942,0.9844182
0.9035397,1.73642,2.666037,3.135527,2.511016,1.194386,0.9997991
1.822208,1.080214,1.513231,1.872215,3.712932,1.683507,0.7607685
1.322165,1.57671,2.469835,2.904902,2.924495,1.329666,0.7140467
1.352903,0.9183769,1.857477,-0.5465488,2.969235,2.865731,0.7074236
1.941488,0.9396458,1.363829,1.720445,4.504126,1.941125,0.4948098
1.374897,0.6873856,1.050688,1.321896,5.183772,2.150071,0.5256346
1.649033,1.069326,1.532112,1.886303,5.401883,2.280006,0.5778227
4.524107,1.781376,2.707729,3.114763,3.338443,1.222793,0.7971523
1.931179,1.011299,1.451712,1.826994,3.381005,1.471776,0.8133267
1.113592,0.8224258,1.493179,1.914669,2.079754,0.9981654,0.765809
2.260187,1.314056,1.836967,2.180042,4.154471,1.781536,0.7689856
1.359203,0.7287922,1.202566,1.534838,5.856133,2.700607,0.4056687
2.651093,1.417648,2.519911,2.755491,7.356015,1.659263,0.4274743
1.786205,0.9220676,1.318567,1.610601,2.570751,1.169394,0.6663219
1.773136,0.8041611,1.050642,1.276518,1.780526,0.9127184,0.09996794
1.249437,1.808046,2.774792,3.164427,3.17933,1.38736,0.6104543
2.089657,1.14813,1.606123,1.937082,7.633775,3.058311,0.9085216
1.669933,1.093243,1.569628,1.959349,3.686965,1.701734,0.8772162
1.450232,0.7241316,1.120025,1.430046,9.280245,3.558026,0.5854076
0.6693802,1.822931,2.956699,3.154911,4.902897,1.657682,0.6201005
0.4559002,2.527828,3.610804,3.990059,2.518173,1.358235,0.6339782
1.214399,0.7071095,1.090511,1.367199,4.513915,2.009332,0.4593814
0.9843445,0.4522915,0.9119225,0.9949875,2.221948,1.100523,0.6816619
4.830362,1.420439,1.919516,2.219053,6.807184,3.021656,0.8682292
-1.465631,2.742483,3.9557,4.049406,4.411684,1.630055,0.5926158
0.4399719,2.606518,3.977957,4.259604,5.939722,1.285069,0.6519396
3.559521,1.971476,2.790653,3.13361,2.202464,1.040089,0.5364968
1.125963,1.315069,2.211773,2.586725,3.134226,1.250029,0.4963226
3.914385,1.468233,3.192596,3.618034,2.325575,1.175421,0.6137102
-0.08568573,1.540237,2.86063,3.17074,3.688956,1.477741,0.6049842
1.16688,0.5688858,0.9236546,1.128605,4.380556,2.107003,0.5931683
1.522348,0.9174023,1.352476,1.644445,5.867163,2.614409,0.5134342
1.095568,2.263617,3.42149,3.843044,2.498738,1.081044,0.542388
1.690027,0.7533188,1.139441,1.418267,10.5284,4.370657,0.5151905
1.630592,1.55562,2.212969,2.667376,3.694789,1.773158,0.4987382
0.8477821,0.8818588,1.755144,2.159088,4.199522,1.832323,0.7662542
1.240992,2.236084,3.601002,4.349028,3.579833,1.703775,0.5713747
0.4939613,1.403221,2.399199,2.908524,4.417233,1.552172,0.6649973
-0.6469307,1.961094,3.056711,3.232071,3.930457,2.204036,0.7090148
1.840706,0.9891396,1.421598,1.731701,3.648993,1.584164,0.7310306
1.73012,0.8175774,1.197493,1.435198,4.151218,1.83185,0.7954921
1.200018,0.520874,0.8309631,1.043045,7.112824,3.606534,0.8373296
1.553648,1.330505,2.082571,2.421383,2.937709,1.362398,0.5259956
0.4544106,2.95278,4.364708,5.00355,3.245669,1.120766,0.7179744
1.328632,0.6933746,1.101032,1.34193,4.920499,2.364457,0.9273282
1.869677,0.8908195,1.297869,1.603579,4.659948,1.955342,0.5471665
0.7523327,0.2634335,0.373951,0.4846153,12.16729,5.555872,0.4853777
2.011484,1.780903,2.407618,2.825991,3.499623,1.539206,0.7613197
1.133331,1.427078,2.354004,2.734682,2.240048,1.102634,0.8142542
1.830883,1.630192,2.478832,2.854445,7.052976,1.851898,0.6567092
1.785442,1.65484,2.497166,2.957256,5.268835,1.327199,0.760163
1.796749,1.720686,2.520514,3.034437,3.429695,1.478186,0.6083552
3.470871,1.630613,2.496239,3.021832,2.962308,1.274199,0.8132725
1.840212,0.8248501,1.213963,1.502357,5.350606,2.36303,0.8189002
0.6824799,2.150515,3.223557,3.477047,2.365113,1.230328,0.6154079
3.794773,1.594995,2.795187,3.351566,3.867657,2.604678,0.342526
0.706562,1.718161,2.862728,3.338478,7.545085,2.377062,0.696712
1.138695,1.308165,2.463644,2.917065,2.480731,1.031339,0.7332892
1.102875,1.97477,2.683498,3.054029,5.573031,2.356834,0.6736225
0.7631798,1.867815,2.734545,3.298426,2.765632,1.297408,0.5804646
0.6668663,1.503103,2.717941,3.179998,2.970509,2.029224,0.5987763
0.5679588,1.688511,2.333138,2.780136,3.578797,1.568443,0.3068866
1.579184,1.431763,2.314837,2.791967,3.159887,1.25148,0.3233607
3.635582,1.159964,2.393253,3.056303,18.01907,2.454039,0.8521062
1.837025,1.452534,2.607189,2.957487,2.177427,1.018611,0.4842994
0.3583698,1.337683,2.341579,2.597143,2.766383,1.274298,0.5114844
0.5450382,1.188419,1.962557,2.187292,2.507848,1.218402,0.7347366
2.018616,1.933252,2.812098,3.348127,2.8013,1.825185,0.7523575
1.63994,1.826464,2.564175,3.034788,4.620132,1.671461,0.5618631
2.095537,1.582064,2.412569,2.907021,1.937335,0.9454566,0.7537082
0.6945934,1.62257,2.497719,2.930763,2.652641,1.158241,0.7656712
5.472881,1.862869,2.431778,2.769899,5.096677,1.997077,0.594896
3.196226,1.550713,2.462452,2.977533,3.146726,1.469691,0.4163997
2.190462,1.935301,2.794884,3.254845,2.223476,1.058595,0.313704
2.39179,0.9687252,1.746422,2.013899,3.150537,1.516027,0.8262525
3.640741,1.486795,2.593344,3.023148,3.534508,1.503274,0.9330155
5.354912,1.989082,2.979715,3.473444,3.963225,1.826516,0.9517187
1.510511,1.776932,2.888887,3.33514,2.650071,1.108276,0.5676157
0.2485294,0.6635857,1.377001,1.883129,5.642791,1.82866,0.4458852
3.49371,1.927515,2.900196,3.161108,4.13375,1.9302,0.2455762
-0.5272369,1.877975,2.924273,3.446878,2.107101,1.066632,0.7385005
2.740627,1.908995,2.964073,3.421789,3.776877,1.451715,0.7811472
3.772659,1.5667,2.427977,2.878429,2.513102,1.130164,0.3455271
2.361519,2.882154,4.089859,4.480339,4.299814,1.805827,0.4033053
2.886585,1.671648,2.746714,3.136215,1.84462,0.9130618,0.3309165
1.784164,0.9144173,1.363827,1.691416,3.181587,1.547618,0.8042957
1.911146,0.8382854,1.245951,1.541895,3.669147,1.651961,0.6381173
2.481281,1.224337,1.756672,2.014122,1.572031,0.8075719,0.2457602
1.39768,0.6239014,0.9694023,1.209827,5.678932,2.755798,0.5498977
1.233763,0.5459042,0.8876572,1.100296,4.161385,1.998261,0.4328687
1.857958,0.825016,1.200784,1.515722,4.271398,1.865452,0.6930742
2.011105,1.030708,1.469624,1.843819,5.759623,2.422806,0.5085042
1.288614,0.7415771,1.161074,1.390362,4.640126,2.218466,0.8427221
2.127604,1.313602,1.80929,2.149572,4.226544,1.793637,0.5526255
1.381697,0.4738121,0.7771187,0.8912182,6.686922,3.29338,0.5619714
1.731953,0.8199024,1.20923,1.537714,7.722678,2.766184,0.6533163
1.155664,0.5985985,0.9388237,1.159702,5.558249,2.759879,0.9184259
1.978128,0.9879036,1.42491,1.7911,4.186669,1.888536,0.3095677
1.030977,0.5109043,0.7975445,0.9653358,4.57545,2.341228,0.8411343
1.145632,0.4972286,0.851429,1.033424,4.893624,2.334601,0.421932
0.6020355,0.4854145,0.8615513,0.992485,1.75999,0.8558154,0.9735116
1.678055,0.8731289,1.354647,1.642876,6.51943,2.978942,0.3315584
2.062546,1.173983,1.692583,2.100451,5.212434,2.191604,0.4216806
3.23484,1.643702,2.484451,2.978395,4.070035,1.605344,0.6776334
1.865952,0.8769264,1.269532,1.575388,5.627373,2.370004,0.9487655
1.917248,1.000914,1.460923,1.826787,6.484971,2.984443,0.6943043
1.233215,0.4894142,0.8109818,1.006264,7.576634,3.587651,0.3886164
1.8008,0.9489212,1.343615,1.6901,3.134159,1.413937,0.5728639
2.138395,1.268412,1.790016,2.185858,6.37361,2.676707,0.6185934
1.219599,0.6126957,0.9819641,1.210163,5.219402,2.295342,0.6627567
1.708763,0.76968,1.103949,1.379799,6.558301,2.94916,0.6849022
1.85218,1.052555,1.522531,1.905691,7.472486,2.973588,0.5398389
1.637812,0.908514,1.356733,1.670429,2.721065,1.264634,0.5086034
